County Code,District Code,Subgroup ID,Grade,Test Id,CAASPP Reported Enrollment,Students Tested,Mean Scale Score,Percentage Standard Exceeded,Percentage Standard Met,Percentage Standard Met and Above,Percentage Standard Nearly Met,Percentage Standard Not Met,Students with Scores
7,61796,144,7,1,33.0,33.0,2530.5,24.24,24.24,48.48,18.18,33.33,33.0
7,61796,144,7,2,33.0,33.0,2507.1,15.15,21.21,36.36,24.24,39.39,33.0
7,61796,144,8,2,27.0,25.0,2487.5,0.0,20.0,20.0,20.0,60.0,25.0
7,61796,144,8,1,27.0,26.0,2539.5,7.69,38.46,46.15,26.92,26.92,26.0
7,61796,144,11,1,38.0,35.0,2537.2,20.0,17.14,37.14,25.71,37.14,35.0
7,61796,144,11,2,38.0,34.0,2487.2,6.06,9.09,15.15,15.15,69.7,33.0
7,61804,74,3,2,27.0,26.0,2448.7,30.77,23.08,53.85,23.08,23.08,26.0
7,61804,74,3,1,27.0,27.0,2429.3,34.62,15.38,50.0,23.08,26.92,26.0
7,61804,74,4,2,45.0,45.0,2481.5,13.33,33.33,46.67,42.22,11.11,45.0
7,61804,74,4,1,45.0,45.0,2481.9,33.33,20.0,53.33,22.22,24.44,45.0
7,61804,74,5,1,44.0,44.0,2525.4,22.73,38.64,61.36,22.73,15.91,44.0
7,61804,74,5,2,44.0,43.0,2519.8,25.58,25.58,51.16,23.26,25.58,43.0
7,61804,74,6,1,40.0,39.0,2539.2,15.38,43.59,58.97,23.08,17.95,39.0
7,61804,74,6,2,40.0,39.0,2531.1,17.95,28.21,46.15,28.21,25.64,39.0
7,61804,74,7,2,29.0,27.0,2567.8,33.33,18.52,51.85,22.22,25.93,27.0
7,61804,74,7,1,29.0,28.0,2550.1,10.71,42.86,53.57,25.0,21.43,28.0
7,61804,74,8,1,48.0,47.0,2599.5,25.53,44.68,70.21,12.77,17.02,47.0
7,61804,74,8,2,48.0,46.0,2605.3,30.43,32.61,63.04,23.91,13.04,46.0
7,61804,74,11,1,49.0,47.0,2593.5,25.53,38.3,63.83,17.02,19.15,47.0
7,61804,74,11,2,49.0,47.0,2534.3,4.26,23.4,27.66,19.15,53.19,47.0
7,61804,77,3,1,66.0,65.0,2478.3,43.08,33.85,76.92,15.38,7.69,65.0
7,61804,77,3,2,66.0,65.0,2483.6,40.0,36.92,76.92,16.92,6.15,65.0
7,61804,77,4,1,63.0,63.0,2523.8,41.27,38.1,79.37,11.11,9.52,63.0
7,61804,77,4,2,63.0,63.0,2535.9,44.44,33.33,77.78,17.46,4.76,63.0
7,61804,77,5,1,76.0,76.0,2567.7,51.32,25.0,76.32,18.42,5.26,76.0
7,61804,77,5,2,76.0,76.0,2571.4,55.26,21.05,76.32,15.79,7.89,76.0
7,61804,77,6,2,74.0,74.0,2593.5,44.59,22.97,67.57,29.73,2.7,74.0
7,61804,77,6,1,74.0,74.0,2594.6,40.54,39.19,79.73,16.22,4.05,74.0
7,61804,77,7,1,85.0,85.0,2628.4,42.35,43.53,85.88,11.76,2.35,85.0
7,61804,77,7,2,85.0,85.0,2619.6,45.88,29.41,75.29,20.0,4.71,85.0
7,61804,77,8,1,63.0,62.0,2653.1,45.16,46.77,91.94,6.45,1.61,62.0
7,61804,77,8,2,63.0,63.0,2669.8,60.32,22.22,82.54,15.87,1.59,63.0
7,61804,77,11,2,68.0,67.0,2692.4,35.82,46.27,82.09,11.94,5.97,67.0
7,61804,77,11,1,68.0,67.0,2701.1,56.72,38.81,95.52,2.99,1.49,67.0
7,61804,78,3,1,210.0,209.0,2456.4,34.93,25.84,60.77,26.32,12.92,209.0
7,61804,78,3,2,210.0,209.0,2467.4,29.67,37.32,66.99,23.44,9.57,209.0
7,61804,78,4,2,207.0,204.0,2500.1,23.04,34.8,57.84,32.35,9.8,204.0
7,61804,78,4,1,207.0,204.0,2494.0,34.31,25.98,60.29,21.57,18.14,204.0
7,61804,78,5,2,207.0,204.0,2540.3,33.82,22.06,55.88,29.41,14.71,204.0
7,61804,78,5,1,207.0,204.0,2540.0,32.35,34.8,67.16,20.1,12.75,204.0
7,61804,78,6,2,194.0,192.0,2569.9,31.25,32.81,64.06,24.48,11.46,192.0
7,61804,78,6,1,194.0,192.0,2565.4,25.13,47.64,72.77,18.85,8.38,191.0
7,61804,78,7,2,210.0,205.0,2569.5,22.93,36.1,59.02,24.39,16.59,205.0
7,61804,78,7,1,210.0,202.0,2590.6,23.27,50.0,73.27,16.34,10.4,202.0
7,61804,78,8,2,240.0,234.0,2618.2,36.32,27.78,64.1,23.93,11.97,234.0
7,61804,78,8,1,240.0,234.0,2608.7,25.64,45.3,70.94,21.37,7.69,234.0
7,61804,78,11,1,231.0,222.0,2651.1,42.99,37.56,80.54,12.67,6.79,221.0
7,61804,78,11,2,231.0,219.0,2616.7,21.46,26.48,47.95,26.94,25.11,219.0
7,61804,80,3,2,866.0,852.0,2489.6,43.71,37.84,81.55,13.87,4.58,851.0
7,61804,80,3,1,866.0,852.0,2478.6,46.71,28.87,75.59,17.96,6.46,852.0
7,61804,80,4,1,913.0,889.0,2517.5,45.56,28.23,73.79,16.09,10.12,889.0
7,61804,80,4,2,913.0,889.0,2525.9,38.13,36.56,74.69,19.57,5.74,889.0
7,61804,80,5,2,1057.0,1032.0,2553.1,39.15,25.48,64.63,25.1,10.27,1032.0
7,61804,80,5,1,1057.0,1033.0,2550.8,35.85,40.21,76.07,14.92,9.01,1032.0
7,61804,80,6,2,1067.0,1051.0,2590.9,40.25,33.11,73.36,21.03,5.61,1051.0
7,61804,80,6,1,1067.0,1051.0,2588.2,35.87,43.86,79.73,15.7,4.57,1051.0
7,61804,80,7,1,1177.0,1157.0,2612.4,33.22,47.4,80.62,13.41,5.97,1156.0
7,61804,80,7,2,1177.0,1156.0,2604.1,37.54,33.3,70.85,21.02,8.13,1156.0
7,61804,80,8,2,1153.0,1124.0,2627.9,42.62,27.58,70.2,20.11,9.7,1124.0
7,61804,80,8,1,1153.0,1124.0,2617.4,29.47,45.06,74.53,19.06,6.41,1123.0
7,61804,80,11,2,1181.0,1117.0,2641.5,27.97,30.31,58.27,23.29,18.44,1112.0
7,61804,80,11,1,1181.0,1122.0,2663.4,49.06,31.76,80.82,12.67,6.51,1121.0
7,61804,144,3,1,237.0,235.0,2481.3,49.79,25.11,74.89,17.87,7.23,235.0
7,61804,144,3,2,237.0,235.0,2496.6,48.51,31.49,80.0,14.04,5.96,235.0
7,61804,144,4,2,229.0,226.0,2537.5,45.13,33.63,78.76,16.81,4.42,226.0
7,61804,144,4,1,229.0,227.0,2529.6,50.0,28.76,78.76,13.27,7.96,226.0
7,61804,144,5,1,241.0,237.0,2568.9,52.74,24.89,77.64,13.08,9.28,237.0
7,61804,144,5,2,242.0,238.0,2572.0,50.0,25.63,75.63,17.65,6.72,238.0
7,61804,144,6,2,228.0,225.0,2592.6,44.0,31.11,75.11,18.22,6.67,225.0
7,61804,144,6,1,228.0,226.0,2584.8,35.4,46.02,81.42,12.83,5.75,226.0
7,61804,144,7,1,159.0,158.0,2627.6,41.14,44.3,85.44,11.39,3.16,158.0
7,61804,144,7,2,159.0,158.0,2617.8,44.94,31.01,75.95,17.72,6.33,158.0
7,61804,144,8,1,220.0,215.0,2627.2,33.95,41.4,75.35,19.53,5.12,215.0
7,61804,144,8,2,220.0,215.0,2643.7,52.09,21.4,73.49,17.21,9.3,215.0
7,61804,144,11,1,194.0,190.0,2688.4,63.16,26.84,90.0,5.79,4.21,190.0
7,61804,144,11,2,194.0,190.0,2676.7,37.89,30.53,68.42,21.05,10.53,190.0
7,61812,74,5,1,17.0,16.0,2548.9,43.75,31.25,75.0,6.25,18.75,16.0
7,61812,74,5,2,17.0,16.0,2535.5,50.0,18.75,68.75,12.5,18.75,16.0
7,61812,74,8,2,13.0,13.0,2534.4,23.08,15.38,38.46,15.38,46.15,13.0
7,61812,74,8,1,13.0,13.0,2555.8,15.38,38.46,53.85,23.08,23.08,13.0
7,61812,77,6,2,13.0,13.0,2576.7,30.77,46.15,76.92,15.38,7.69,13.0
7,61812,77,6,1,13.0,13.0,2547.6,15.38,53.85,69.23,15.38,15.38,13.0
7,61812,77,8,1,12.0,12.0,2572.3,16.67,41.67,58.33,16.67,25.0,12.0
7,61812,77,8,2,12.0,12.0,2584.6,16.67,50.0,66.67,16.67,16.67,12.0
7,61812,78,3,2,48.0,48.0,2440.9,27.08,22.92,50.0,29.17,20.83,48.0
7,61812,78,3,1,48.0,46.0,2435.4,21.74,32.61,54.35,28.26,17.39,46.0
7,61812,78,4,2,60.0,60.0,2476.6,21.67,23.33,45.0,36.67,18.33,60.0
7,61812,78,4,1,60.0,59.0,2483.2,35.59,20.34,55.93,15.25,28.81,59.0
7,61812,78,5,1,56.0,55.0,2507.3,27.27,30.91,58.18,10.91,30.91,55.0
7,61812,78,5,2,56.0,55.0,2486.3,16.36,18.18,34.55,30.91,34.55,55.0
7,61812,78,6,2,57.0,57.0,2535.9,22.81,17.54,40.35,42.11,17.54,57.0
7,61812,78,6,1,57.0,55.0,2544.6,16.36,41.82,58.18,27.27,14.55,55.0
7,61812,78,7,1,69.0,67.0,2577.0,14.93,49.25,64.18,23.88,11.94,67.0
7,61812,78,7,2,69.0,69.0,2565.1,29.41,22.06,51.47,29.41,19.12,68.0
7,61812,78,8,1,53.0,52.0,2587.6,19.23,44.23,63.46,23.08,13.46,52.0
7,61812,78,8,2,53.0,52.0,2593.4,32.69,19.23,51.92,34.62,13.46,52.0
7,61812,80,3,1,232.0,225.0,2467.3,41.33,28.44,69.78,20.0,10.22,225.0
7,61812,80,3,2,232.0,226.0,2479.4,41.59,33.63,75.22,16.81,7.96,226.0
7,61812,80,4,2,221.0,219.0,2522.3,33.49,40.37,73.85,20.18,5.96,218.0
7,61812,80,4,1,221.0,218.0,2523.7,48.17,28.9,77.06,13.3,9.63,218.0
7,61812,80,5,1,218.0,213.0,2565.0,43.66,38.5,82.16,10.33,7.51,213.0
7,61812,80,5,2,218.0,214.0,2553.8,36.92,31.31,68.22,22.43,9.35,214.0
7,61812,80,6,2,238.0,234.0,2578.9,38.03,27.78,65.81,25.21,8.97,234.0
7,61812,80,6,1,238.0,231.0,2573.0,29.44,43.29,72.73,19.05,8.23,231.0
7,61812,80,7,2,245.0,241.0,2604.7,41.25,30.42,71.67,19.17,9.17,240.0
7,61812,80,7,1,245.0,241.0,2591.1,26.56,48.55,75.1,15.35,9.54,241.0
7,61812,80,8,2,275.0,261.0,2629.6,45.98,23.37,69.35,18.39,12.26,261.0
7,61812,80,8,1,275.0,261.0,2621.9,35.63,38.7,74.33,16.86,8.81,261.0
7,61812,144,3,2,33.0,33.0,2489.8,54.55,21.21,75.76,15.15,9.09,33.0
7,61812,144,3,1,33.0,33.0,2491.7,60.61,15.15,75.76,18.18,6.06,33.0
7,61812,144,4,2,35.0,35.0,2547.6,48.57,40.0,88.57,11.43,0.0,35.0
7,61812,144,4,1,35.0,35.0,2547.5,68.57,14.29,82.86,14.29,2.86,35.0
7,61812,144,5,1,38.0,38.0,2559.0,42.11,34.21,76.32,13.16,10.53,38.0
7,61812,144,5,2,38.0,38.0,2542.0,42.11,7.89,50.0,36.84,13.16,38.0
7,61812,144,6,1,33.0,33.0,2600.0,36.36,48.48,84.85,15.15,0.0,33.0
7,61812,144,6,2,33.0,33.0,2603.7,60.61,21.21,81.82,12.12,6.06,33.0
7,61812,144,7,2,27.0,27.0,2613.1,40.74,29.63,70.37,14.81,14.81,27.0
7,61812,144,7,1,27.0,27.0,2616.3,37.04,40.74,77.78,14.81,7.41,27.0
8,10082,78,11,1,16.0,11.0,2490.9,0.0,9.09,9.09,45.45,45.45,11.0
8,10082,78,11,2,16.0,11.0,2457.4,0.0,0.0,0.0,9.09,90.91,11.0
8,10082,80,6,2,16.0,13.0,2413.5,0.0,0.0,0.0,7.69,92.31,13.0
8,10082,80,6,1,16.0,13.0,2455.5,0.0,7.69,7.69,53.85,38.46,13.0
8,10082,80,7,2,26.0,21.0,2496.0,4.76,19.05,23.81,38.1,38.1,21.0
8,10082,80,7,1,26.0,21.0,2534.8,0.0,61.9,61.9,19.05,19.05,21.0
8,10082,80,8,1,25.0,23.0,2533.9,4.35,21.74,26.09,43.48,30.43,23.0
8,10082,80,8,2,25.0,23.0,2481.7,4.35,4.35,8.7,21.74,69.57,23.0
8,10082,80,11,1,56.0,45.0,2549.8,4.55,34.09,38.64,36.36,25.0,44.0
8,10082,80,11,2,55.0,44.0,2463.6,0.0,0.0,0.0,13.64,86.36,44.0
8,61820,75,3,2,51.0,51.0,2370.1,1.96,19.61,21.57,11.76,66.67,51.0
8,61820,75,3,1,51.0,51.0,2348.8,3.92,11.76,15.69,25.49,58.82,51.0
8,61820,75,4,2,39.0,38.0,2430.8,13.16,15.79,28.95,26.32,44.74,38.0
8,61820,75,4,1,39.0,38.0,2422.7,18.92,10.81,29.73,18.92,51.35,37.0
8,61820,75,5,2,57.0,56.0,2415.6,3.64,3.64,7.27,27.27,65.45,55.0
8,61820,75,5,1,57.0,56.0,2424.9,0.0,25.0,25.0,12.5,62.5,56.0
8,61820,75,6,2,38.0,35.0,2459.3,2.86,11.43,14.29,34.29,51.43,35.0
8,61820,75,6,1,38.0,35.0,2457.5,2.86,17.14,20.0,25.71,54.29,35.0
8,61820,75,7,2,42.0,39.0,2450.9,2.56,12.82,15.38,25.64,58.97,39.0
8,61820,75,7,1,42.0,39.0,2468.0,2.56,23.08,25.64,25.64,48.72,39.0
8,61820,75,8,2,38.0,34.0,2485.1,11.76,11.76,23.53,20.59,55.88,34.0
8,61820,75,8,1,38.0,35.0,2487.8,5.71,14.29,20.0,22.86,57.14,35.0
8,61820,75,11,2,30.0,30.0,2505.9,0.0,10.0,10.0,30.0,60.0,30.0
8,61820,75,11,1,30.0,30.0,2542.4,3.33,36.67,40.0,36.67,23.33,30.0
8,61820,78,3,2,68.0,66.0,2385.1,1.52,21.21,22.73,33.33,43.94,66.0
8,61820,78,3,1,68.0,66.0,2369.2,7.58,16.67,24.24,18.18,57.58,66.0
8,61820,78,4,1,62.0,60.0,2424.5,8.33,21.67,30.0,20.0,50.0,60.0
8,61820,78,4,2,62.0,60.0,2429.9,6.67,8.33,15.0,46.67,38.33,60.0
8,61820,78,5,1,70.0,69.0,2450.0,5.8,23.19,28.99,21.74,49.28,69.0
8,61820,78,5,2,70.0,69.0,2442.3,4.35,2.9,7.25,40.58,52.17,69.0
8,61820,78,6,1,62.0,60.0,2461.3,5.0,16.67,21.67,30.0,48.33,60.0
8,61820,78,6,2,62.0,60.0,2461.2,6.67,15.0,21.67,28.33,50.0,60.0
8,61820,78,7,2,63.0,59.0,2478.5,3.39,15.25,18.64,27.12,54.24,59.0
8,61820,78,7,1,63.0,59.0,2504.1,3.39,30.51,33.9,23.73,42.37,59.0
8,61820,78,8,1,54.0,54.0,2506.5,5.56,20.37,25.93,24.07,50.0,54.0
8,61820,78,8,2,54.0,54.0,2482.5,1.85,11.11,12.96,31.48,55.56,54.0
8,61820,78,11,1,49.0,49.0,2554.8,12.24,28.57,40.82,32.65,26.53,49.0
8,61820,78,11,2,49.0,49.0,2525.9,6.12,8.16,14.29,28.57,57.14,49.0
8,61820,80,3,2,126.0,121.0,2402.5,4.96,29.75,34.71,30.58,34.71,121.0
8,61820,80,3,1,126.0,121.0,2400.1,10.74,26.45,37.19,27.27,35.54,121.0
8,61820,80,4,2,159.0,151.0,2447.7,10.67,22.0,32.67,32.0,35.33,150.0
8,61820,80,4,1,159.0,153.0,2456.4,24.18,20.92,45.1,21.57,33.33,153.0
8,61820,80,5,2,165.0,155.0,2456.1,7.74,16.13,23.87,25.81,50.32,155.0
8,61820,80,5,1,165.0,154.0,2460.8,13.64,20.78,34.42,22.73,42.86,154.0
8,61820,80,6,1,161.0,155.0,2485.4,6.45,23.87,30.32,32.9,36.77,155.0
8,61820,80,6,2,161.0,155.0,2476.9,5.81,18.06,23.87,34.19,41.94,155.0
8,61820,80,7,2,126.0,119.0,2499.2,8.4,21.01,29.41,29.41,41.18,119.0
8,61820,80,7,1,126.0,121.0,2510.8,6.61,24.79,31.4,31.4,37.19,121.0
8,61820,80,8,2,127.0,113.0,2529.2,12.39,20.35,32.74,28.32,38.94,113.0
8,61820,80,8,1,127.0,113.0,2529.9,7.08,28.32,35.4,32.74,31.86,113.0
8,61820,80,11,2,131.0,124.0,2548.5,12.1,14.52,26.61,25.0,48.39,124.0
8,61820,80,11,1,130.0,123.0,2584.7,17.89,34.15,52.03,31.71,16.26,123.0
8,61820,144,3,2,17.0,16.0,2407.9,0.0,31.25,31.25,31.25,37.5,16.0
8,61820,144,3,1,17.0,16.0,2375.8,6.25,18.75,25.0,18.75,56.25,16.0
8,61820,144,4,2,18.0,16.0,2478.3,18.75,31.25,50.0,43.75,6.25,16.0
8,61820,144,4,1,18.0,16.0,2492.8,31.25,43.75,75.0,0.0,25.0,16.0
8,61820,144,7,1,13.0,13.0,2487.5,15.38,15.38,30.77,23.08,46.15,13.0
8,61820,144,7,2,13.0,13.0,2506.2,15.38,30.77,46.15,7.69,46.15,13.0
9,10090,78,7,2,17.0,15.0,2491.5,13.33,6.67,20.0,26.67,53.33,15.0
9,10090,78,7,1,17.0,16.0,2500.8,6.25,25.0,31.25,37.5,31.25,16.0
9,10090,78,8,1,23.0,19.0,2533.2,10.53,21.05,31.58,31.58,36.84,19.0
9,10090,78,8,2,23.0,19.0,2474.9,0.0,10.53,10.53,36.84,52.63,19.0
9,10090,78,11,1,40.0,36.0,2519.1,13.89,19.44,33.33,19.44,47.22,36.0
9,10090,78,11,2,39.0,36.0,2464.7,5.56,8.33,13.89,8.33,77.78,36.0
9,10090,80,3,1,16.0,15.0,2371.7,14.29,14.29,28.57,14.29,57.14,14.0
9,10090,80,3,2,16.0,15.0,2363.6,7.14,14.29,21.43,21.43,57.14,14.0
9,10090,80,5,2,23.0,21.0,2470.3,5.0,20.0,25.0,35.0,40.0,20.0
9,10090,80,5,1,23.0,22.0,2471.0,9.09,36.36,45.45,18.18,36.36,22.0
9,10090,80,6,1,28.0,28.0,2497.2,7.69,26.92,34.62,46.15,19.23,26.0
9,10090,80,6,2,28.0,27.0,2479.7,4.0,24.0,28.0,32.0,40.0,25.0
9,10090,80,7,1,58.0,56.0,2562.0,28.57,25.0,53.57,26.79,19.64,56.0
9,10090,80,7,2,57.0,53.0,2544.1,18.87,24.53,43.4,28.3,28.3,53.0
9,10090,80,8,1,87.0,82.0,2540.4,17.5,21.25,38.75,26.25,35.0,80.0
9,10090,80,8,2,87.0,80.0,2499.7,12.66,12.66,25.32,16.46,58.23,79.0
9,10090,80,11,2,80.0,67.0,2519.0,7.46,13.43,20.9,19.4,59.7,67.0
9,10090,80,11,1,80.0,67.0,2578.3,26.87,20.9,47.76,23.88,28.36,67.0
9,61838,74,8,1,12.0,11.0,2571.4,9.09,54.55,63.64,18.18,18.18,11.0
9,61838,74,8,2,12.0,11.0,2552.1,18.18,27.27,45.45,36.36,18.18,11.0
9,61838,77,6,2,12.0,12.0,2624.0,58.33,16.67,75.0,25.0,0.0,12.0
9,61838,77,6,1,12.0,12.0,2615.6,50.0,50.0,100.0,0.0,0.0,12.0
9,61838,77,8,2,13.0,13.0,2613.4,38.46,23.08,61.54,30.77,7.69,13.0
9,61838,77,8,1,13.0,13.0,2627.1,23.08,61.54,84.62,7.69,7.69,13.0
9,61838,78,3,2,59.0,59.0,2436.2,15.52,43.1,58.62,20.69,20.69,58.0
9,61838,78,3,1,59.0,59.0,2439.2,27.12,25.42,52.54,25.42,22.03,59.0
9,61838,78,4,1,76.0,75.0,2508.0,42.67,28.0,70.67,10.67,18.67,75.0
9,61838,78,4,2,76.0,75.0,2507.6,29.33,34.67,64.0,26.67,9.33,75.0
9,61838,78,5,2,70.0,67.0,2529.8,23.88,28.36,52.24,34.33,13.43,67.0
9,61838,78,5,1,70.0,67.0,2528.7,25.37,37.31,62.69,20.9,16.42,67.0
9,61838,78,6,2,78.0,78.0,2540.2,19.23,34.62,53.85,24.36,21.79,78.0
9,61838,78,6,1,78.0,78.0,2534.1,14.1,38.46,52.56,32.05,15.38,78.0
9,61838,78,7,2,99.0,97.0,2541.4,15.46,28.87,44.33,26.8,28.87,97.0
9,61838,78,7,1,99.0,97.0,2551.3,15.46,41.24,56.7,26.8,16.49,97.0
9,61838,78,8,1,65.0,61.0,2574.2,16.39,39.34,55.74,26.23,18.03,61.0
9,61838,78,8,2,65.0,61.0,2556.5,22.95,16.39,39.34,26.23,34.43,61.0
9,61838,80,3,1,306.0,300.0,2474.3,45.67,26.67,72.33,17.67,10.0,300.0
9,61838,80,3,2,306.0,301.0,2471.4,32.23,42.52,74.75,17.94,7.31,301.0
9,61838,80,4,1,385.0,383.0,2507.8,39.95,30.29,70.23,19.58,10.18,383.0
9,61838,80,4,2,385.0,384.0,2510.0,24.22,43.75,67.97,26.04,5.99,384.0
9,61838,80,5,1,380.0,369.0,2541.2,36.59,33.6,70.19,15.18,14.63,369.0
9,61838,80,5,2,380.0,369.0,2541.5,36.86,23.31,60.16,25.75,14.09,369.0
9,61838,80,6,1,391.0,388.0,2561.5,25.77,41.49,67.27,19.59,13.14,388.0
9,61838,80,6,2,391.0,388.0,2578.3,39.43,24.74,64.18,22.68,13.14,388.0
9,61838,80,7,2,374.0,368.0,2587.8,28.53,33.15,61.68,27.99,10.33,368.0
9,61838,80,7,1,374.0,366.0,2585.9,22.95,44.81,67.76,23.5,8.74,366.0
9,61838,80,8,1,397.0,389.0,2625.1,31.88,45.76,77.63,16.2,6.17,389.0
9,61838,80,8,2,397.0,390.0,2615.0,36.15,27.18,63.33,22.05,14.62,390.0
9,61838,144,3,1,49.0,49.0,2473.2,44.9,24.49,69.39,22.45,8.16,49.0
9,61838,144,3,2,49.0,49.0,2481.9,36.73,40.82,77.55,16.33,6.12,49.0
9,61838,144,4,1,31.0,31.0,2516.3,41.94,32.26,74.19,22.58,3.23,31.0
9,61838,144,4,2,31.0,31.0,2512.5,32.26,25.81,58.06,38.71,3.23,31.0
9,61838,144,5,2,24.0,24.0,2553.3,41.67,25.0,66.67,16.67,16.67,24.0
9,61838,144,5,1,24.0,24.0,2557.3,50.0,29.17,79.17,12.5,8.33,24.0
9,61838,144,6,2,31.0,31.0,2539.2,13.33,43.33,56.67,26.67,16.67,30.0
9,61838,144,6,1,31.0,31.0,2537.2,16.13,45.16,61.29,22.58,16.13,31.0
9,61838,144,7,1,46.0,46.0,2609.3,36.96,34.78,71.74,23.91,4.35,46.0
9,61838,144,7,2,46.0,46.0,2617.8,43.48,32.61,76.09,19.57,4.35,46.0
9,61838,144,8,2,34.0,34.0,2609.6,41.18,11.76,52.94,20.59,26.47,34.0
9,61838,144,8,1,34.0,34.0,2604.7,29.41,32.35,61.76,29.41,8.82,34.0
9,61846,78,3,1,19.0,19.0,2393.7,5.26,21.05,26.32,47.37,26.32,19.0
9,61846,78,3,2,19.0,18.0,2418.7,5.56,22.22,27.78,44.44,27.78,18.0
9,61846,78,4,2,17.0,17.0,2433.4,0.0,17.65,17.65,52.94,29.41,17.0
9,61846,78,4,1,17.0,17.0,2419.6,5.88,11.76,17.65,29.41,52.94,17.0
9,61846,78,5,2,20.0,20.0,2448.8,0.0,10.0,10.0,45.0,45.0,20.0
9,61846,78,5,1,20.0,18.0,2438.3,0.0,11.11,11.11,38.89,50.0,18.0
9,61846,78,6,1,17.0,17.0,2499.1,0.0,41.18,41.18,41.18,17.65,17.0
9,61846,78,6,2,17.0,17.0,2523.1,0.0,29.41,29.41,58.82,11.76,17.0
9,61846,78,7,2,15.0,15.0,2506.7,6.67,6.67,13.33,46.67,40.0,15.0
9,61846,78,7,1,15.0,14.0,2512.4,7.14,0.0,7.14,57.14,35.71,14.0
9,61846,78,8,2,14.0,14.0,2565.4,21.43,35.71,57.14,7.14,35.71,14.0
9,61846,78,8,1,14.0,13.0,2574.7,0.0,69.23,69.23,7.69,23.08,13.0
9,61846,80,3,2,24.0,23.0,2465.0,21.74,39.13,60.87,30.43,8.7,23.0
9,61846,80,3,1,24.0,24.0,2453.3,29.17,37.5,66.67,12.5,20.83,24.0
9,61846,80,4,2,25.0,23.0,2475.3,13.04,34.78,47.83,39.13,13.04,23.0
9,61846,80,4,1,25.0,25.0,2476.9,20.0,36.0,56.0,20.0,24.0,25.0
9,61846,80,5,2,27.0,26.0,2507.1,23.08,19.23,42.31,23.08,34.62,26.0
9,61846,80,5,1,27.0,27.0,2506.6,25.93,25.93,51.85,22.22,25.93,27.0
9,61846,80,6,1,20.0,20.0,2584.9,35.0,40.0,75.0,20.0,5.0,20.0
9,61846,80,6,2,20.0,20.0,2585.3,45.0,25.0,70.0,20.0,10.0,20.0
9,61846,80,7,2,25.0,25.0,2538.9,8.0,24.0,32.0,40.0,28.0,25.0
9,61846,80,7,1,25.0,25.0,2545.1,8.0,40.0,48.0,36.0,16.0,25.0
9,61846,80,8,2,20.0,19.0,2566.0,26.32,26.32,52.63,10.53,36.84,19.0
9,61846,80,8,1,20.0,19.0,2588.6,15.79,42.11,57.89,31.58,10.53,19.0
9,61853,74,11,1,16.0,15.0,2669.3,33.33,60.0,93.33,6.67,0.0,15.0
9,61853,74,11,2,16.0,15.0,2614.8,20.0,26.67,46.67,26.67,26.67,15.0
9,61853,75,11,1,13.0,12.0,2630.9,16.67,58.33,75.0,25.0,0.0,12.0
9,61853,75,11,2,13.0,12.0,2596.6,0.0,41.67,41.67,33.33,25.0,12.0
9,61853,77,11,2,21.0,20.0,2657.8,25.0,45.0,70.0,15.0,15.0,20.0
9,61853,77,11,1,21.0,21.0,2672.2,47.62,33.33,80.95,19.05,0.0,21.0
9,61853,78,11,1,245.0,232.0,2615.9,28.88,35.78,64.66,20.26,15.09,232.0
9,61853,78,11,2,245.0,235.0,2584.0,11.91,25.96,37.87,25.11,37.02,235.0
9,61853,80,11,2,1171.0,1103.0,2632.9,24.57,32.18,56.75,21.49,21.76,1103.0
9,61853,80,11,1,1171.0,1112.0,2646.6,39.84,37.14,76.98,14.57,8.45,1112.0
9,61853,144,11,1,88.0,78.0,2664.7,51.28,26.92,78.21,15.38,6.41,78.0
9,61853,144,11,2,88.0,76.0,2663.2,31.58,36.84,68.42,15.79,15.79,76.0
9,61879,80,3,1,47.0,45.0,2451.9,31.11,33.33,64.44,20.0,15.56,45.0
9,61879,80,3,2,47.0,45.0,2438.9,20.0,22.22,42.22,44.44,13.33,45.0
9,61879,80,4,1,40.0,40.0,2447.2,15.0,32.5,47.5,17.5,35.0,40.0
9,61879,80,4,2,40.0,40.0,2453.6,10.0,25.0,35.0,27.5,37.5,40.0
9,61879,80,5,1,48.0,46.0,2513.0,21.74,39.13,60.87,17.39,21.74,46.0
9,61879,80,5,2,48.0,47.0,2502.6,12.77,27.66,40.43,36.17,23.4,47.0
9,61879,80,6,2,43.0,43.0,2497.7,2.33,27.91,30.23,30.23,39.53,43.0
9,61879,80,6,1,43.0,43.0,2499.3,2.33,39.53,41.86,27.91,30.23,43.0
9,61879,80,7,1,49.0,49.0,2545.6,14.29,36.73,51.02,24.49,24.49,49.0
9,61879,80,7,2,49.0,49.0,2533.1,12.24,24.49,36.73,38.78,24.49,49.0
9,61879,80,8,2,44.0,44.0,2591.9,27.27,36.36,63.64,25.0,11.36,44.0
9,61879,80,8,1,44.0,44.0,2583.7,13.64,47.73,61.36,27.27,11.36,44.0
9,61887,78,5,1,15.0,14.0,2469.4,14.29,21.43,35.71,35.71,28.57,14.0
9,61887,78,5,2,15.0,14.0,2449.1,7.14,21.43,28.57,7.14,64.29,14.0
9,61887,80,3,2,63.0,58.0,2446.0,18.97,43.1,62.07,17.24,20.69,58.0
9,61887,80,3,1,63.0,59.0,2441.0,33.9,20.34,54.24,23.73,22.03,59.0
