County Code,District Code,Subgroup ID,Grade,Test Id,CAASPP Reported Enrollment,Students Tested,Mean Scale Score,Percentage Standard Exceeded,Percentage Standard Met,Percentage Standard Met and Above,Percentage Standard Nearly Met,Percentage Standard Not Met,Students with Scores
31,66845,78,5,1,41.0,41.0,2496.4,21.95,24.39,46.34,29.27,24.39,41.0
31,66845,78,5,2,41.0,41.0,2518.4,29.27,34.15,63.41,14.63,21.95,41.0
31,66845,78,6,2,40.0,40.0,2529.6,10.0,40.0,50.0,27.5,22.5,40.0
31,66845,78,6,1,40.0,40.0,2542.0,20.0,37.5,57.5,30.0,12.5,40.0
31,66845,78,7,2,38.0,38.0,2564.4,13.16,34.21,47.37,39.47,13.16,38.0
31,66845,78,7,1,38.0,38.0,2578.4,18.42,47.37,65.79,23.68,10.53,38.0
31,66845,78,8,1,30.0,29.0,2613.7,27.59,41.38,68.97,27.59,3.45,29.0
31,66845,78,8,2,30.0,29.0,2588.9,20.69,31.03,51.72,31.03,17.24,29.0
31,66845,80,3,1,263.0,263.0,2452.5,34.98,27.38,62.36,23.19,14.45,263.0
31,66845,80,3,2,263.0,263.0,2465.8,31.56,35.36,66.92,20.91,12.17,263.0
31,66845,80,4,2,268.0,267.0,2502.0,23.97,36.7,60.67,29.96,9.36,267.0
31,66845,80,4,1,268.0,267.0,2477.5,26.97,27.34,54.31,21.72,23.97,267.0
31,66845,80,5,1,297.0,295.0,2527.6,23.05,44.41,67.46,17.97,14.58,295.0
31,66845,80,5,2,297.0,295.0,2539.0,31.86,29.15,61.02,26.44,12.54,295.0
31,66845,80,6,2,291.0,290.0,2556.9,25.86,32.76,58.62,28.28,13.1,290.0
31,66845,80,6,1,291.0,290.0,2572.6,28.62,43.79,72.41,18.28,9.31,290.0
31,66845,80,7,2,277.0,273.0,2594.3,31.14,37.36,68.5,24.54,6.96,273.0
31,66845,80,7,1,277.0,273.0,2608.0,33.33,46.52,79.85,12.45,7.69,273.0
31,66845,80,8,1,289.0,284.0,2617.8,32.62,40.43,73.05,18.44,8.51,282.0
31,66845,80,8,2,289.0,283.0,2613.6,38.52,25.44,63.96,22.26,13.78,283.0
31,66845,144,8,1,12.0,12.0,2639.6,41.67,25.0,66.67,33.33,0.0,12.0
31,66845,144,8,2,11.0,11.0,2636.6,36.36,18.18,54.55,27.27,18.18,11.0
31,66852,78,3,2,11.0,11.0,2409.0,9.09,18.18,27.27,45.45,27.27,11.0
31,66852,78,3,1,11.0,11.0,2416.8,9.09,45.45,54.55,18.18,27.27,11.0
31,66852,78,4,2,12.0,11.0,2462.5,9.09,36.36,45.45,36.36,18.18,11.0
31,66852,78,4,1,12.0,11.0,2456.4,9.09,45.45,54.55,18.18,27.27,11.0
31,66852,80,3,1,83.0,82.0,2472.9,43.9,26.83,70.73,21.95,7.32,82.0
31,66852,80,3,2,83.0,82.0,2455.9,32.93,20.73,53.66,35.37,10.98,82.0
31,66852,80,4,2,95.0,88.0,2475.9,12.5,34.09,46.59,36.36,17.05,88.0
31,66852,80,4,1,95.0,88.0,2491.7,28.41,37.5,65.91,12.5,21.59,88.0
31,66852,80,5,1,83.0,80.0,2541.1,33.75,37.5,71.25,15.0,13.75,80.0
31,66852,80,5,2,83.0,80.0,2513.7,22.5,23.75,46.25,28.75,25.0,80.0
31,66852,80,6,1,70.0,69.0,2566.2,20.29,56.52,76.81,17.39,5.8,69.0
31,66852,80,6,2,70.0,69.0,2555.8,17.39,39.13,56.52,30.43,13.04,69.0
31,66852,80,7,2,76.0,74.0,2580.8,25.68,35.14,60.81,25.68,13.51,74.0
31,66852,80,7,1,76.0,74.0,2607.4,28.38,45.95,74.32,22.97,2.7,74.0
31,66852,80,8,2,73.0,72.0,2581.9,23.61,26.39,50.0,37.5,12.5,72.0
31,66852,80,8,1,73.0,72.0,2609.5,25.0,45.83,70.83,23.61,5.56,72.0
31,66886,80,3,1,63.0,59.0,2444.6,23.73,32.2,55.93,25.42,18.64,59.0
31,66886,80,3,2,63.0,59.0,2447.5,23.73,32.2,55.93,30.51,13.56,59.0
31,66886,80,4,2,77.0,73.0,2483.1,21.92,26.03,47.95,35.62,16.44,73.0
31,66886,80,4,1,77.0,73.0,2469.5,24.66,27.4,52.05,19.18,28.77,73.0
31,66886,80,5,2,55.0,54.0,2515.0,20.37,24.07,44.44,35.19,20.37,54.0
31,66886,80,5,1,55.0,54.0,2510.1,16.67,44.44,61.11,18.52,20.37,54.0
31,66886,80,6,2,69.0,68.0,2546.9,20.59,26.47,47.06,35.29,17.65,68.0
31,66886,80,6,1,69.0,68.0,2553.9,26.47,32.35,58.82,29.41,11.76,68.0
31,66886,80,7,2,76.0,75.0,2598.6,32.0,36.0,68.0,22.67,9.33,75.0
31,66886,80,7,1,76.0,75.0,2581.8,24.0,42.67,66.67,20.0,13.33,75.0
31,66886,80,8,1,73.0,71.0,2561.9,15.49,33.8,49.3,22.54,28.17,71.0
31,66886,80,8,2,73.0,71.0,2569.3,25.35,23.94,49.3,22.54,28.17,71.0
31,66894,75,11,1,12.0,12.0,2587.9,8.33,41.67,50.0,25.0,25.0,12.0
31,66894,75,11,2,12.0,12.0,2532.9,8.33,16.67,25.0,8.33,66.67,12.0
31,66894,78,11,1,111.0,108.0,2611.5,27.78,37.04,64.81,19.44,15.74,108.0
31,66894,78,11,2,111.0,108.0,2566.8,10.19,21.3,31.48,26.85,41.67,108.0
31,66894,80,11,1,777.0,766.0,2660.6,45.03,35.99,81.02,13.35,5.63,764.0
31,66894,80,11,2,776.0,762.0,2628.3,20.08,33.6,53.67,26.12,20.21,762.0
31,66894,144,11,2,65.0,63.0,2627.4,26.98,33.33,60.32,14.29,25.4,63.0
31,66894,144,11,1,65.0,62.0,2667.2,50.0,29.03,79.03,14.52,6.45,62.0
31,66910,74,3,1,23.0,22.0,2438.8,27.27,31.82,59.09,18.18,22.73,22.0
31,66910,74,3,2,23.0,22.0,2419.3,18.18,31.82,50.0,27.27,22.73,22.0
31,66910,74,4,1,24.0,24.0,2484.9,29.17,25.0,54.17,29.17,16.67,24.0
31,66910,74,4,2,24.0,24.0,2471.8,16.67,33.33,50.0,33.33,16.67,24.0
31,66910,74,5,1,26.0,23.0,2464.8,13.04,34.78,47.83,8.7,43.48,23.0
31,66910,74,5,2,26.0,23.0,2470.1,13.04,13.04,26.09,30.43,43.48,23.0
31,66910,74,6,1,19.0,19.0,2560.5,21.05,52.63,73.68,15.79,10.53,19.0
31,66910,74,6,2,19.0,19.0,2548.4,26.32,21.05,47.37,36.84,15.79,19.0
31,66910,74,7,1,21.0,21.0,2578.0,28.57,38.1,66.67,9.52,23.81,21.0
31,66910,74,7,2,21.0,21.0,2538.0,23.81,19.05,42.86,23.81,33.33,21.0
31,66910,74,8,2,39.0,35.0,2508.6,5.71,5.71,11.43,45.71,42.86,35.0
31,66910,74,8,1,39.0,35.0,2549.7,8.57,28.57,37.14,42.86,20.0,35.0
31,66910,77,3,1,50.0,50.0,2495.1,50.0,30.0,80.0,16.0,4.0,50.0
31,66910,77,3,2,50.0,50.0,2498.6,52.0,36.0,88.0,12.0,0.0,50.0
31,66910,77,4,1,44.0,44.0,2514.0,45.45,29.55,75.0,11.36,13.64,44.0
31,66910,77,4,2,44.0,44.0,2512.4,29.55,36.36,65.91,22.73,11.36,44.0
31,66910,77,5,2,41.0,41.0,2576.8,48.78,34.15,82.93,14.63,2.44,41.0
31,66910,77,5,1,41.0,40.0,2561.3,42.5,40.0,82.5,10.0,7.5,40.0
31,66910,77,6,1,55.0,54.0,2600.4,50.0,31.48,81.48,9.26,9.26,54.0
31,66910,77,6,2,55.0,55.0,2589.5,47.27,23.64,70.91,21.82,7.27,55.0
31,66910,77,7,1,38.0,38.0,2640.2,52.63,34.21,86.84,13.16,0.0,38.0
31,66910,77,7,2,38.0,38.0,2597.6,34.21,28.95,63.16,28.95,7.89,38.0
31,66910,77,8,1,55.0,54.0,2628.4,29.63,50.0,79.63,14.81,5.56,54.0
31,66910,77,8,2,55.0,55.0,2605.3,32.73,30.91,63.64,18.18,18.18,55.0
31,66910,78,3,2,254.0,250.0,2420.4,15.6,28.4,44.0,25.6,30.4,250.0
31,66910,78,3,1,254.0,252.0,2418.6,23.41,25.79,49.21,21.03,29.76,252.0
31,66910,78,4,2,274.0,271.0,2463.0,11.81,27.68,39.48,37.27,23.25,271.0
31,66910,78,4,1,274.0,270.0,2459.1,18.15,28.52,46.67,22.59,30.74,270.0
31,66910,78,5,1,266.0,263.0,2497.6,18.25,31.94,50.19,24.33,25.48,263.0
31,66910,78,5,2,265.0,264.0,2485.2,14.39,17.8,32.2,30.3,37.5,264.0
31,66910,78,6,2,284.0,281.0,2490.4,10.32,19.22,29.54,29.54,40.93,281.0
31,66910,78,6,1,285.0,282.0,2515.3,11.7,32.62,44.33,30.85,24.82,282.0
31,66910,78,7,1,239.0,236.0,2547.6,13.56,35.17,48.73,27.54,23.73,236.0
31,66910,78,7,2,239.0,234.0,2503.2,11.11,15.38,26.5,31.62,41.88,234.0
31,66910,78,8,1,234.0,225.0,2553.8,8.89,37.78,46.67,31.11,22.22,225.0
31,66910,78,8,2,233.0,221.0,2523.6,13.12,14.93,28.05,31.22,40.72,221.0
31,66910,80,3,2,578.0,574.0,2458.7,27.87,38.5,66.38,20.73,12.89,574.0
31,66910,80,3,1,577.0,571.0,2456.4,36.25,26.97,63.22,21.72,15.06,571.0
31,66910,80,4,1,549.0,540.0,2498.1,37.59,29.63,67.22,15.0,17.78,540.0
31,66910,80,4,2,549.0,540.0,2499.4,25.0,35.0,60.0,30.0,10.0,540.0
31,66910,80,5,1,615.0,607.0,2531.2,29.49,35.75,65.24,20.1,14.66,607.0
31,66910,80,5,2,615.0,608.0,2530.4,28.45,25.66,54.11,28.95,16.94,608.0
31,66910,80,6,2,605.0,598.0,2553.7,25.59,29.77,55.35,28.43,16.22,598.0
31,66910,80,6,1,605.0,601.0,2562.2,26.46,40.6,67.05,21.8,11.15,601.0
31,66910,80,7,2,627.0,615.0,2561.7,21.14,28.62,49.76,32.85,17.4,615.0
31,66910,80,7,1,627.0,615.0,2587.6,23.09,47.48,70.57,17.89,11.54,615.0
31,66910,80,8,2,669.0,645.0,2581.8,24.81,23.72,48.53,29.15,22.33,645.0
31,66910,80,8,1,669.0,645.0,2596.9,21.55,44.03,65.58,24.03,10.39,645.0
31,66910,144,3,1,72.0,71.0,2453.5,38.03,29.58,67.61,16.9,15.49,71.0
31,66910,144,3,2,72.0,71.0,2459.1,28.17,39.44,67.61,18.31,14.08,71.0
31,66910,144,4,1,66.0,66.0,2504.7,39.39,39.39,78.79,9.09,12.12,66.0
31,66910,144,4,2,66.0,66.0,2509.8,37.88,30.3,68.18,21.21,10.61,66.0
31,66910,144,5,1,73.0,72.0,2534.6,40.28,22.22,62.5,23.61,13.89,72.0
31,66910,144,5,2,73.0,72.0,2528.0,29.17,23.61,52.78,27.78,19.44,72.0
31,66910,144,6,2,62.0,62.0,2567.3,30.65,25.81,56.45,27.42,16.13,62.0
31,66910,144,6,1,62.0,62.0,2561.0,25.81,37.1,62.9,27.42,9.68,62.0
31,66910,144,7,2,56.0,53.0,2574.4,18.87,35.85,54.72,32.08,13.21,53.0
31,66910,144,7,1,56.0,53.0,2617.2,32.08,50.94,83.02,13.21,3.77,53.0
31,66910,144,8,1,50.0,49.0,2586.6,22.45,40.82,63.27,16.33,20.41,49.0
31,66910,144,8,2,50.0,49.0,2554.2,22.45,18.37,40.82,28.57,30.61,49.0
31,66928,74,11,2,94.0,92.0,2599.0,8.7,30.43,39.13,32.61,28.26,92.0
31,66928,74,11,1,94.0,92.0,2629.9,28.26,43.48,71.74,23.91,4.35,92.0
31,66928,77,11,2,94.0,93.0,2658.4,23.66,46.24,69.89,17.2,12.9,93.0
31,66928,77,11,1,94.0,94.0,2682.6,53.19,41.49,94.68,4.26,1.06,94.0
31,66928,78,11,2,460.0,446.0,2577.0,9.19,24.22,33.41,32.29,34.3,446.0
31,66928,78,11,1,460.0,449.0,2618.2,25.84,41.87,67.71,22.72,9.58,449.0
31,66928,79,11,2,18.0,18.0,2564.2,5.56,27.78,33.33,16.67,50.0,18.0
31,66928,79,11,1,18.0,18.0,2602.0,16.67,38.89,55.56,27.78,16.67,18.0
31,66928,80,11,2,1505.0,1466.0,2623.3,19.1,30.15,49.25,29.81,20.94,1466.0
31,66928,80,11,1,1505.0,1472.0,2648.4,38.59,40.29,78.87,14.95,6.18,1472.0
31,66928,144,11,2,139.0,137.0,2642.4,33.58,26.28,59.85,13.87,26.28,137.0
31,66928,144,11,1,139.0,137.0,2663.7,51.82,29.2,81.02,10.22,8.76,137.0
31,66944,78,3,2,133.0,133.0,2385.6,1.5,21.8,23.31,28.57,48.12,133.0
31,66944,78,3,1,133.0,132.0,2368.3,7.58,15.91,23.48,22.73,53.79,132.0
31,66944,78,4,1,111.0,108.0,2432.2,11.11,21.3,32.41,29.63,37.96,108.0
31,66944,78,4,2,111.0,108.0,2452.4,8.33,25.93,34.26,31.48,34.26,108.0
31,66944,78,5,2,122.0,118.0,2482.1,11.02,19.49,30.51,34.75,34.75,118.0
31,66944,78,5,1,122.0,117.0,2467.7,8.55,26.5,35.04,28.21,36.75,117.0
31,66944,78,6,1,110.0,108.0,2498.3,3.7,37.96,41.67,25.93,32.41,108.0
31,66944,78,6,2,110.0,108.0,2504.1,12.96,21.3,34.26,29.63,36.11,108.0
31,66944,78,7,1,108.0,102.0,2539.9,10.78,33.33,44.12,35.29,20.59,102.0
31,66944,78,7,2,108.0,106.0,2522.1,9.43,20.75,30.19,40.57,29.25,106.0
31,66944,78,8,1,112.0,109.0,2537.3,5.5,29.36,34.86,40.37,24.77,109.0
31,66944,78,8,2,112.0,111.0,2526.6,13.51,18.02,31.53,28.83,39.64,111.0
31,66944,78,11,1,104.0,97.0,2560.5,12.37,26.8,39.18,34.02,26.8,97.0
31,66944,78,11,2,104.0,99.0,2530.3,3.03,18.18,21.21,24.24,54.55,99.0
31,66944,80,3,2,199.0,194.0,2467.4,35.57,32.47,68.04,21.65,10.31,194.0
31,66944,80,3,1,199.0,195.0,2456.6,32.31,34.36,66.67,22.05,11.28,195.0
31,66944,80,4,2,198.0,194.0,2519.4,36.08,35.05,71.13,23.2,5.67,194.0
31,66944,80,4,1,198.0,194.0,2510.9,43.81,28.87,72.68,14.95,12.37,194.0
31,66944,80,5,2,182.0,180.0,2556.2,38.89,27.78,66.67,23.89,9.44,180.0
31,66944,80,5,1,182.0,179.0,2534.7,27.93,40.22,68.16,20.11,11.73,179.0
31,66944,80,6,1,163.0,155.0,2578.8,33.55,47.1,80.65,12.9,6.45,155.0
31,66944,80,6,2,163.0,154.0,2587.5,40.91,27.92,68.83,26.62,4.55,154.0
31,66944,80,7,2,155.0,151.0,2620.8,43.05,33.11,76.16,18.54,5.3,151.0
31,66944,80,7,1,155.0,151.0,2613.9,28.48,54.3,82.78,13.25,3.97,151.0
31,66944,80,8,1,177.0,169.0,2623.1,30.18,51.48,81.66,13.02,5.33,169.0
31,66944,80,8,2,177.0,168.0,2647.2,54.17,22.62,76.79,15.48,7.74,168.0
31,66944,80,11,2,144.0,141.0,2621.7,16.31,36.88,53.19,24.11,22.7,141.0
31,66944,80,11,1,144.0,141.0,2633.0,37.59,34.04,71.63,19.86,8.51,141.0
31,66951,74,4,1,15.0,15.0,2430.0,13.33,13.33,26.67,26.67,46.67,15.0
31,66951,74,4,2,15.0,15.0,2417.7,6.67,6.67,13.33,46.67,40.0,15.0
31,66951,74,5,1,16.0,16.0,2496.8,6.25,25.0,31.25,43.75,25.0,16.0
31,66951,74,5,2,16.0,16.0,2474.4,12.5,6.25,18.75,31.25,50.0,16.0
31,66951,74,6,1,23.0,22.0,2545.5,27.27,36.36,63.64,18.18,18.18,22.0
31,66951,74,6,2,23.0,22.0,2534.9,9.09,50.0,59.09,22.73,18.18,22.0
31,66951,74,7,1,11.0,11.0,2560.0,9.09,54.55,63.64,27.27,9.09,11.0
31,66951,74,7,2,11.0,11.0,2522.8,0.0,45.45,45.45,36.36,18.18,11.0
31,66951,74,8,1,11.0,11.0,2547.9,0.0,54.55,54.55,27.27,18.18,11.0
31,66951,74,8,2,11.0,11.0,2522.1,0.0,9.09,9.09,72.73,18.18,11.0
31,66951,77,3,2,15.0,15.0,2439.3,20.0,26.67,46.67,40.0,13.33,15.0
31,66951,77,3,1,15.0,15.0,2412.1,13.33,26.67,40.0,26.67,33.33,15.0
31,66951,77,4,1,12.0,12.0,2480.3,33.33,25.0,58.33,16.67,25.0,12.0
31,66951,77,4,2,12.0,12.0,2498.3,25.0,41.67,66.67,25.0,8.33,12.0
31,66951,77,5,1,15.0,15.0,2567.1,46.67,40.0,86.67,6.67,6.67,15.0
31,66951,77,5,2,15.0,15.0,2537.1,53.33,0.0,53.33,26.67,20.0,15.0
31,66951,77,6,2,12.0,12.0,2521.9,8.33,33.33,41.67,25.0,33.33,12.0
31,66951,77,6,1,12.0,12.0,2546.0,8.33,66.67,75.0,8.33,16.67,12.0
31,66951,77,7,1,13.0,12.0,2582.8,25.0,33.33,58.33,25.0,16.67,12.0
31,66951,77,7,2,13.0,12.0,2564.1,25.0,25.0,50.0,16.67,33.33,12.0
31,66951,77,8,1,16.0,15.0,2641.3,20.0,66.67,86.67,13.33,0.0,15.0
31,66951,77,8,2,16.0,15.0,2631.3,40.0,26.67,66.67,26.67,6.67,15.0
31,66951,77,11,1,21.0,21.0,2653.9,57.14,23.81,80.95,14.29,4.76,21.0
31,66951,77,11,2,21.0,21.0,2576.6,4.76,23.81,28.57,33.33,38.1,21.0
31,66951,78,3,1,155.0,153.0,2419.6,18.3,28.76,47.06,27.45,25.49,153.0
31,66951,78,3,2,155.0,153.0,2421.7,11.76,29.41,41.18,33.99,24.84,153.0
31,66951,78,4,1,163.0,160.0,2456.7,18.75,25.0,43.75,25.63,30.63,160.0
31,66951,78,4,2,163.0,160.0,2460.5,9.38,28.13,37.5,38.13,24.38,160.0
31,66951,78,5,2,158.0,158.0,2472.3,12.66,10.13,22.78,31.01,46.2,158.0
31,66951,78,5,1,158.0,158.0,2479.5,12.03,24.05,36.08,33.54,30.38,158.0
31,66951,78,6,2,158.0,157.0,2503.7,8.28,21.66,29.94,41.4,28.66,157.0
31,66951,78,6,1,158.0,157.0,2496.1,8.92,26.11,35.03,33.76,31.21,157.0
31,66951,78,7,2,161.0,159.0,2510.6,10.69,15.09,25.79,35.85,38.36,159.0
31,66951,78,7,1,161.0,159.0,2527.5,9.43,35.22,44.65,23.9,31.45,159.0
31,66951,78,8,2,160.0,158.0,2527.6,11.39,17.72,29.11,32.28,38.61,158.0
31,66951,78,8,1,160.0,158.0,2553.2,8.86,35.44,44.3,35.44,20.25,158.0
31,66951,78,11,2,130.0,124.0,2534.7,7.26,12.1,19.35,27.42,53.23,124.0
31,66951,78,11,1,130.0,126.0,2599.8,21.43,40.48,61.9,21.43,16.67,126.0
31,66951,80,3,2,309.0,309.0,2453.9,28.16,33.33,61.49,23.62,14.89,309.0
31,66951,80,3,1,309.0,309.0,2453.0,32.79,33.12,65.91,21.1,12.99,308.0
31,66951,80,4,1,314.0,310.0,2480.5,29.68,25.81,55.48,21.61,22.9,310.0
31,66951,80,4,2,315.0,311.0,2482.2,16.08,30.23,46.3,41.8,11.9,311.0
31,66951,80,5,1,318.0,313.0,2524.6,25.56,39.3,64.86,17.89,17.25,313.0
31,66951,80,5,2,318.0,313.0,2519.0,25.56,19.49,45.05,35.14,19.81,313.0
31,66951,80,6,2,299.0,298.0,2547.8,23.83,29.53,53.36,31.88,14.77,298.0
31,66951,80,6,1,299.0,298.0,2537.3,18.46,36.24,54.7,28.86,16.44,298.0
31,66951,80,7,2,317.0,313.0,2569.4,24.6,28.75,53.35,31.63,15.02,313.0
31,66951,80,7,1,317.0,312.0,2573.2,19.23,46.47,65.71,18.59,15.71,312.0
31,66951,80,8,1,325.0,321.0,2587.5,17.13,46.42,63.55,23.99,12.46,321.0
31,66951,80,8,2,325.0,321.0,2587.9,30.84,20.56,51.4,28.66,19.94,321.0
31,66951,80,11,2,276.0,258.0,2587.5,13.18,20.93,34.11,31.4,34.5,258.0
31,66951,80,11,1,276.0,262.0,2648.1,42.15,37.93,80.08,13.41,6.51,261.0
31,75085,74,4,2,22.0,22.0,2465.7,9.09,36.36,45.45,40.91,13.64,22.0
31,75085,74,4,1,22.0,22.0,2454.8,13.64,27.27,40.91,36.36,22.73,22.0
31,75085,74,5,2,12.0,12.0,2504.0,25.0,25.0,50.0,25.0,25.0,12.0
31,75085,74,5,1,12.0,12.0,2541.3,41.67,25.0,66.67,25.0,8.33,12.0
31,75085,74,6,1,13.0,13.0,2567.0,23.08,46.15,69.23,15.38,15.38,13.0
31,75085,74,6,2,13.0,13.0,2555.5,38.46,7.69,46.15,30.77,23.08,13.0
31,75085,74,7,2,14.0,14.0,2547.9,21.43,28.57,50.0,21.43,28.57,14.0
31,75085,74,7,1,14.0,14.0,2569.6,28.57,28.57,57.14,21.43,21.43,14.0
31,75085,74,8,1,14.0,14.0,2594.7,14.29,64.29,78.57,0.0,21.43,14.0
31,75085,74,8,2,14.0,14.0,2573.6,28.57,28.57,57.14,21.43,21.43,14.0
31,75085,74,11,1,13.0,13.0,2611.1,23.08,53.85,76.92,0.0,23.08,13.0
31,75085,74,11,2,13.0,13.0,2598.3,15.38,15.38,30.77,46.15,23.08,13.0
31,75085,77,3,2,16.0,16.0,2479.1,43.75,31.25,75.0,12.5,12.5,16.0
31,75085,77,3,1,16.0,16.0,2472.4,43.75,31.25,75.0,12.5,12.5,16.0
31,75085,77,4,2,28.0,28.0,2509.0,25.0,39.29,64.29,28.57,7.14,28.0
31,75085,77,4,1,28.0,28.0,2491.8,21.43,42.86,64.29,25.0,10.71,28.0
31,75085,77,5,2,24.0,24.0,2555.4,41.67,29.17,70.83,20.83,8.33,24.0
31,75085,77,5,1,24.0,24.0,2557.4,41.67,41.67,83.33,0.0,16.67,24.0
31,75085,77,6,1,16.0,16.0,2595.3,31.25,62.5,93.75,0.0,6.25,16.0
31,75085,77,6,2,16.0,16.0,2595.4,50.0,31.25,81.25,6.25,12.5,16.0
31,75085,77,7,2,30.0,30.0,2619.4,50.0,30.0,80.0,16.67,3.33,30.0
31,75085,77,7,1,30.0,30.0,2615.8,30.0,60.0,90.0,6.67,3.33,30.0
31,75085,77,8,2,21.0,21.0,2595.9,28.57,33.33,61.9,14.29,23.81,21.0
31,75085,77,8,1,21.0,21.0,2594.9,19.05,33.33,52.38,38.1,9.52,21.0
31,75085,77,11,1,35.0,35.0,2686.3,51.43,42.86,94.29,2.86,2.86,35.0
31,75085,77,11,2,35.0,35.0,2662.3,28.57,42.86,71.43,14.29,14.29,35.0
31,75085,78,3,2,121.0,121.0,2444.3,19.83,33.88,53.72,31.4,14.88,121.0
31,75085,78,3,1,122.0,121.0,2426.3,19.83,29.75,49.59,30.58,19.83,121.0
31,75085,78,4,1,121.0,118.0,2469.1,20.34,27.97,48.31,30.51,21.19,118.0
31,75085,78,4,2,121.0,120.0,2473.2,14.17,30.83,45.0,40.0,15.0,120.0
31,75085,78,5,1,123.0,123.0,2502.9,17.07,42.28,59.35,17.07,23.58,123.0
31,75085,78,5,2,124.0,124.0,2508.6,24.19,21.77,45.97,26.61,27.42,124.0
31,75085,78,6,1,115.0,113.0,2548.0,18.58,46.02,64.6,19.47,15.93,113.0
31,75085,78,6,2,115.0,113.0,2538.7,20.35,25.66,46.02,34.51,19.47,113.0
31,75085,78,7,2,135.0,132.0,2561.9,15.15,37.88,53.03,29.55,17.42,132.0
31,75085,78,7,1,135.0,131.0,2576.5,16.79,47.33,64.12,22.14,13.74,131.0
31,75085,78,8,1,122.0,117.0,2587.5,17.95,43.59,61.54,28.21,10.26,117.0
31,75085,78,8,2,122.0,120.0,2577.9,25.83,23.33,49.17,29.17,21.67,120.0
31,75085,78,11,2,131.0,129.0,2589.9,10.08,30.23,40.31,28.68,31.01,129.0
31,75085,78,11,1,131.0,128.0,2630.1,37.5,34.38,71.88,16.41,11.72,128.0
31,75085,80,3,2,508.0,502.0,2471.7,34.86,36.45,71.31,19.72,8.96,502.0
31,75085,80,3,1,507.0,501.0,2458.8,34.93,31.34,66.27,22.75,10.98,501.0
31,75085,80,4,1,581.0,575.0,2493.0,32.52,30.96,63.48,20.87,15.65,575.0
31,75085,80,4,2,580.0,575.0,2510.0,29.57,36.52,66.09,26.96,6.96,575.0
31,75085,80,5,2,567.0,554.0,2544.0,31.46,26.76,58.23,31.46,10.31,553.0
31,75085,80,5,1,566.0,552.0,2538.4,32.25,34.6,66.85,20.65,12.5,552.0
31,75085,80,6,2,619.0,611.0,2576.2,39.12,23.9,63.01,24.71,12.27,611.0
31,75085,80,6,1,619.0,609.0,2572.3,29.23,43.02,72.25,20.85,6.9,609.0
31,75085,80,7,2,671.0,661.0,2590.6,33.43,30.26,63.69,24.51,11.8,661.0
31,75085,80,7,1,670.0,659.0,2590.7,27.01,42.94,69.95,20.18,9.86,659.0
31,75085,80,8,2,552.0,536.0,2613.3,36.75,25.75,62.5,24.81,12.69,536.0
31,75085,80,8,1,552.0,536.0,2609.6,27.43,44.4,71.83,17.91,10.26,536.0
31,75085,80,11,1,652.0,639.0,2665.2,51.02,30.99,82.0,11.58,6.42,639.0
31,75085,80,11,2,652.0,637.0,2637.6,22.8,35.22,58.02,24.21,17.77,636.0
31,75085,144,3,1,50.0,48.0,2447.6,29.79,34.04,63.83,19.15,17.02,47.0
31,75085,144,3,2,50.0,49.0,2476.6,38.78,36.73,75.51,10.2,14.29,49.0
31,75085,144,4,1,48.0,47.0,2511.7,36.17,29.79,65.96,21.28,12.77,47.0
31,75085,144,4,2,48.0,47.0,2537.5,42.55,38.3,80.85,17.02,2.13,47.0
31,75085,144,5,1,51.0,51.0,2544.0,29.41,45.1,74.51,19.61,5.88,51.0
31,75085,144,5,2,51.0,51.0,2545.3,31.37,37.25,68.63,17.65,13.73,51.0
31,75085,144,6,2,49.0,48.0,2553.5,39.58,14.58,54.17,16.67,29.17,48.0
31,75085,144,6,1,49.0,48.0,2546.5,22.92,39.58,62.5,18.75,18.75,48.0
31,75085,144,7,1,68.0,68.0,2604.5,30.88,42.65,73.53,22.06,4.41,68.0
31,75085,144,7,2,68.0,68.0,2604.3,38.24,33.82,72.06,17.65,10.29,68.0
31,75085,144,8,2,61.0,61.0,2621.7,40.0,25.0,65.0,21.67,13.33,60.0
31,75085,144,8,1,61.0,61.0,2606.2,31.15,29.51,60.66,27.87,11.48,61.0
31,75085,144,11,1,66.0,61.0,2641.6,44.26,26.23,70.49,22.95,6.56,61.0
31,75085,144,11,2,66.0,61.0,2618.0,24.59,26.23,50.82,21.31,27.87,61.0
32,66969,78,3,1,30.0,30.0,2375.3,3.33,16.67,20.0,33.33,46.67,30.0
32,66969,78,3,2,30.0,30.0,2392.7,3.33,13.33,16.67,33.33,50.0,30.0
32,66969,78,4,2,30.0,30.0,2412.0,0.0,13.33,13.33,36.67,50.0,30.0
32,66969,78,4,1,30.0,30.0,2404.2,3.33,26.67,30.0,16.67,53.33,30.0
32,66969,78,5,2,23.0,23.0,2429.6,0.0,17.39,17.39,8.7,73.91,23.0
32,66969,78,5,1,23.0,23.0,2436.1,4.35,13.04,17.39,30.43,52.17,23.0
32,66969,78,6,2,16.0,15.0,2496.3,0.0,13.33,13.33,46.67,40.0,15.0
32,66969,78,6,1,16.0,15.0,2513.9,0.0,40.0,40.0,46.67,13.33,15.0
32,66969,78,7,1,23.0,23.0,2544.7,8.7,43.48,52.17,30.43,17.39,23.0
32,66969,78,7,2,23.0,23.0,2543.0,13.04,30.43,43.48,34.78,21.74,23.0
