,District Code,Agency Name,Black,Hispanic,White,Asian or Pacific Islander,American Indian/Alaska Native,Hawaiian Native/Pacific Islander,Two or More Races,Total Enrollment,Total Revenue,Revenue per student
200,63271,DEATH VALLEY UNIFIED,1.0,4.0,14.0,0.0,0.0,0.0,3.0,22.0,806000.0,36636.36
201,68049,DEHESA ELEMENTARY,304.0,2046.0,2971.0,333.0,50.0,16.0,594.0,6314.0,21648000.0,3428.57
202,68056,DEL MAR UNION ELEMENTARY,33.0,467.0,2230.0,1377.0,6.0,7.0,293.0,4413.0,19764000.0,4478.59
203,10082,DEL NORTE COUNTY OFFICE OF EDUCATION,5.0,96.0,348.0,12.0,72.0,2.0,44.0,579.0,7997000.0,13811.74
204,61820,DEL NORTE COUNTY UNIFIED,39.0,829.0,1893.0,212.0,527.0,6.0,173.0,3679.0,38294000.0,10408.81
205,63412,DELANO JOINT UNION HIGH,22.0,3601.0,56.0,491.0,3.0,3.0,18.0,4194.0,61542000.0,14673.82
206,63404,DELANO UNION ELEMENTARY,25.0,6488.0,100.0,713.0,12.0,3.0,46.0,7387.0,99147000.0,13421.82
207,75366,DELHI UNIFIED,8.0,2355.0,185.0,82.0,1.0,3.0,10.0,2644.0,33469000.0,12658.47
208,70227,DELPHIC ELEMENTARY,0.0,10.0,32.0,0.0,3.0,0.0,12.0,57.0,742000.0,13017.54
209,71068,DENAIR UNIFIED,7.0,602.0,619.0,6.0,4.0,1.0,70.0,1309.0,10638000.0,8126.81
210,67041,DESERT CENTER UNIFIED,0.0,10.0,9.0,0.0,0.0,0.0,0.0,19.0,306000.0,16105.26
211,67058,DESERT SANDS UNIFIED,502.0,21139.0,5645.0,836.0,88.0,32.0,716.0,28958.0,322665000.0,11142.52
212,63420,DI GIORGIO ELEMENTARY,0.0,219.0,10.0,0.0,0.0,0.0,0.0,229.0,2740000.0,11965.07
213,75531,DINUBA UNIFIED,28.0,6066.0,317.0,134.0,37.0,3.0,1.0,6586.0,82776000.0,12568.48
214,65318,DIXIE ELEMENTARY,36.0,290.0,1307.0,207.0,3.0,5.0,134.0,1982.0,12344000.0,6228.05
215,70532,DIXON UNIFIED,58.0,2105.0,1225.0,73.0,16.0,10.0,176.0,3663.0,29745000.0,8120.39
216,75317,DOS PALOS ORO LOMA JOINT UNIFIED,61.0,1833.0,351.0,12.0,51.0,5.0,12.0,2325.0,29491000.0,12684.3
217,71696,DOUGLAS CITY ELEMENTARY,0.0,20.0,140.0,4.0,2.0,0.0,22.0,188.0,1954000.0,10393.62
218,64451,DOWNEY UNIFIED,609.0,19801.0,1066.0,602.0,39.0,47.0,120.0,22284.0,250652000.0,11248.07
219,66803,DRY CREEK JOINT ELEMENTARY,291.0,1303.0,3758.0,681.0,48.0,35.0,612.0,6728.0,50455000.0,7499.26
220,64469,DUARTE UNIFIED,148.0,2622.0,372.0,300.0,23.0,8.0,249.0,3722.0,42831000.0,11507.52
221,75093,DUBLIN UNIFIED,364.0,1272.0,2552.0,5517.0,26.0,30.0,898.0,10659.0,73618000.0,6906.65
222,71894,DUCOR UNION ELEMENTARY,0.0,162.0,5.0,0.0,1.0,0.0,0.0,168.0,1945000.0,11577.38
223,70672,DUNHAM ELEMENTARY,0.0,36.0,136.0,0.0,0.0,0.0,14.0,186.0,2294000.0,12333.33
224,70243,DUNSMUIR ELEMENTARY,0.0,20.0,54.0,0.0,3.0,0.0,13.0,90.0,983000.0,10922.22
225,70250,DUNSMUIR JOINT UNION HIGH,2.0,15.0,39.0,0.0,3.0,0.0,6.0,65.0,1611000.0,24784.62
226,61432,DURHAM UNIFIED,5.0,199.0,725.0,3.0,11.0,0.0,42.0,985.0,7402000.0,7514.72
227,71902,EARLIMART ELEMENTARY,5.0,1861.0,13.0,38.0,0.0,0.0,22.0,1939.0,26963000.0,13905.62
228,71373,EAST NICOLAUS JOINT UNION HIGH,3.0,75.0,210.0,10.0,4.0,3.0,10.0,315.0,2891000.0,9177.78
229,69427,EAST SIDE UNION HIGH,635.0,13867.0,1412.0,10262.0,68.0,126.0,485.0,26855.0,193642000.0,7210.65
230,64485,EAST WHITTIER CITY ELEMENTARY,69.0,7431.0,984.0,221.0,11.0,20.0,93.0,8829.0,84908000.0,9616.94
231,73668,EASTERN SIERRA UNIFIED,2.0,156.0,197.0,8.0,35.0,2.0,2.0,402.0,3713000.0,9236.32
232,64477,EASTSIDE UNION ELEMENTARY,768.0,2166.0,285.0,60.0,9.0,5.0,104.0,3397.0,40365000.0,11882.54
233,63438,EDISON ELEMENTARY,20.0,872.0,125.0,5.0,11.0,0.0,26.0,1059.0,13643000.0,12882.91
234,63123,EL CENTRO ELEMENTARY,74.0,5696.0,182.0,28.0,3.0,1.0,65.0,6049.0,64304000.0,10630.52
235,10090,EL DORADO COUNTY OFFICE OF EDUCATION,45.0,209.0,640.0,8.0,25.0,2.0,56.0,985.0,159278000.0,161703.55
236,61853,EL DORADO UNION HIGH,72.0,965.0,4794.0,368.0,61.0,17.0,372.0,6649.0,49775000.0,7486.09
237,64501,EL MONTE CITY,22.0,6776.0,124.0,1526.0,0.0,5.0,0.0,8453.0,120913000.0,14304.15
238,64519,EL MONTE UNION HIGH,28.0,6870.0,120.0,1891.0,6.0,6.0,21.0,8942.0,135028000.0,15100.42
239,65680,EL NIDO ELEMENTARY,0.0,138.0,22.0,2.0,2.0,0.0,0.0,164.0,1642000.0,10012.2
240,64527,EL RANCHO UNIFIED,23.0,8534.0,84.0,71.0,4.0,2.0,12.0,8730.0,102149000.0,11700.92
241,64535,EL SEGUNDO UNIFIED,155.0,685.0,1859.0,279.0,11.0,16.0,464.0,3469.0,52612000.0,15166.33
242,75168,EL TEJON UNIFIED,8.0,303.0,396.0,11.0,18.0,4.0,45.0,785.0,6604000.0,8412.74
243,67314,ELK GROVE UNIFIED,7857.0,16487.0,12917.0,18218.0,397.0,1033.0,5643.0,62552.0,643060000.0,10280.41
244,63446,ELK HILLS ELEMENTARY,4.0,20.0,156.0,0.0,1.0,0.0,4.0,185.0,1759000.0,9508.11
245,71514,ELKINS ELEMENTARY,0.0,3.0,11.0,0.0,1.0,0.0,0.0,15.0,180000.0,12000.0
246,67322,ELVERTA JOINT ELEMENTARY,31.0,87.0,124.0,13.0,6.0,1.0,26.0,288.0,3179000.0,11038.19
247,61168,EMERY UNIFIED,357.0,138.0,76.0,82.0,9.0,8.0,17.0,687.0,14153000.0,20601.16
248,71076,EMPIRE UNION ELEMENTARY,143.0,1831.0,734.0,124.0,14.0,25.0,154.0,3025.0,37193000.0,12295.21
249,68080,ENCINITAS UNION ELEMENTARY,50.0,1161.0,3598.0,250.0,22.0,9.0,223.0,5313.0,20601000.0,3877.47
250,69971,ENTERPRISE ELEMENTARY,74.0,640.0,2228.0,271.0,92.0,7.0,474.0,3786.0,40272000.0,10637.08
251,68502,ESCALON UNIFIED,9.0,1375.0,1377.0,62.0,8.0,2.0,62.0,2895.0,25008000.0,8638.34
252,68098,ESCONDIDO UNION,276.0,13482.0,3636.0,760.0,39.0,21.0,751.0,18965.0,178036000.0,9387.61
253,68106,ESCONDIDO UNION HIGH,212.0,5983.0,2574.0,481.0,25.0,27.0,203.0,9505.0,87998000.0,9258.07
254,72686,ESPARTO UNIFIED,11.0,724.0,199.0,12.0,6.0,2.0,13.0,967.0,9234000.0,9549.12
255,67702,ETIWANDA ELEMENTARY,1420.0,6237.0,3308.0,2233.0,28.0,38.0,728.0,13992.0,156692000.0,11198.68
256,75515,EUREKA CITY SCHOOLS,96.0,817.0,1805.0,422.0,212.0,57.0,358.0,3767.0,34414000.0,9135.65
257,66829,EUREKA UNION,76.0,362.0,2263.0,350.0,23.0,4.0,305.0,3383.0,20923000.0,6184.75
258,69435,EVERGREEN ELEMENTARY,166.0,2978.0,750.0,7238.0,35.0,56.0,571.0,11794.0,68452000.0,5803.97
259,71522,EVERGREEN UNION,5.0,179.0,911.0,16.0,36.0,3.0,42.0,1192.0,11352000.0,9523.49
260,76836,EXETER UNIFIED,25.0,1686.0,1045.0,25.0,22.0,3.0,45.0,2851.0,30435000.0,10675.2
261,63461,FAIRFAX ELEMENTARY,81.0,2370.0,128.0,61.0,6.0,1.0,52.0,2699.0,32038000.0,11870.32
262,70540,FAIRFIELD-SUISUN UNIFIED,3446.0,9042.0,4009.0,3066.0,115.0,246.0,1683.0,21607.0,216305000.0,10010.88
263,69989,FALL RIVER JOINT UNIFIED,1.0,293.0,737.0,5.0,115.0,2.0,79.0,1232.0,11680000.0,9480.52
264,68114,FALLBROOK UNION ELEMENTARY,169.0,3053.0,1546.0,64.0,6.0,7.0,161.0,5006.0,48988000.0,9785.86
265,68122,FALLBROOK UNION HIGH,43.0,1442.0,643.0,32.0,25.0,8.0,45.0,2238.0,21687000.0,9690.35
266,75325,FARMERSVILLE UNIFIED,6.0,2423.0,113.0,11.0,6.0,1.0,1.0,2561.0,34800000.0,13588.44
267,61440,FEATHER FALLS UNION ELEMENTARY,4.0,14.0,20.0,0.0,23.0,0.0,17.0,78.0,362000.0,4641.03
268,75374,FERNDALE UNIFIED,3.0,116.0,365.0,3.0,21.0,2.0,3.0,513.0,4592000.0,8951.27
269,62794,FIELDBROOK ELEMENTARY,2.0,6.0,112.0,2.0,9.0,0.0,15.0,146.0,1254000.0,8589.04
270,72454,FILLMORE UNIFIED,6.0,3429.0,267.0,15.0,13.0,1.0,22.0,3753.0,48332000.0,12878.23
271,73809,FIREBAUGH-LAS DELTAS UNIFIED,3.0,2185.0,95.0,4.0,0.0,1.0,2.0,2290.0,30616000.0,13369.43
272,71530,FLOURNOY UNION ELEMENTARY,0.0,3.0,18.0,0.0,0.0,0.0,0.0,21.0,312000.0,14857.14
273,67330,FOLSOM-CORDOVA UNIFIED,1143.0,4084.0,10212.0,3311.0,84.0,149.0,1284.0,20267.0,189402000.0,9345.34
274,67710,FONTANA UNIFIED,2078.0,33078.0,1572.0,792.0,39.0,93.0,362.0,38014.0,525675000.0,13828.46
275,66837,FORESTHILL UNION ELEMENTARY,6.0,41.0,322.0,5.0,8.0,2.0,14.0,398.0,2860000.0,7185.93
276,70680,FORESTVILLE UNION ELEMENTARY,1.0,98.0,211.0,2.0,4.0,1.0,23.0,340.0,2288000.0,6729.41
277,70292,FORKS OF SALMON ELEMENTARY,0.0,1.0,8.0,0.0,0.0,0.0,1.0,10.0,260000.0,26000.0
278,65565,FORT BRAGG UNIFIED,15.0,777.0,921.0,18.0,21.0,1.0,127.0,1880.0,18164000.0,9661.7
279,70698,FORT ROSS ELEMENTARY,0.0,12.0,12.0,0.0,0.0,0.0,0.0,24.0,352000.0,14666.67
280,75036,FORT SAGE UNIFIED,6.0,31.0,175.0,0.0,9.0,4.0,15.0,240.0,3312000.0,13800.0
281,76802,FORTUNA ELEMENTARY,8.0,474.0,745.0,13.0,39.0,0.0,98.0,1377.0,14579000.0,10587.51
282,62810,FORTUNA UNION HIGH,4.0,272.0,664.0,21.0,47.0,1.0,96.0,1105.0,10784000.0,9759.28
283,66498,FOUNTAIN VALLEY ELEMENTARY,45.0,1101.0,2441.0,2394.0,18.0,37.0,351.0,6387.0,41958000.0,6569.28
284,62158,FOWLER UNIFIED,25.0,2033.0,240.0,237.0,5.0,0.0,17.0,2557.0,29171000.0,11408.29
285,71381,FRANKLIN ELEMENTARY,3.0,104.0,277.0,45.0,2.0,0.0,47.0,478.0,3605000.0,7541.84
286,69450,FRANKLIN-MCKINLEY ELEMENTARY,158.0,6464.0,179.0,3702.0,9.0,37.0,186.0,10735.0,86664000.0,8073.03
287,61176,FREMONT UNIFIED,780.0,5200.0,4280.0,23551.0,91.0,204.0,1057.0,35163.0,286406000.0,8145.1
288,69468,FREMONT UNION HIGH,96.0,1623.0,1942.0,6543.0,9.0,30.0,565.0,10808.0,49728000.0,4601.04
289,69997,FRENCH GULCH-WHISKEYTOWN ELEMENTARY,0.0,5.0,18.0,0.0,0.0,0.0,8.0,31.0,541000.0,17451.61
290,62828,FRESHWATER ELEMENTARY,2.0,41.0,250.0,6.0,9.0,0.0,34.0,342.0,2956000.0,8643.27
291,10108,FRESNO COUNTY OFFICE OF EDUCATION,334.0,1785.0,329.0,84.0,29.0,2.0,121.0,2684.0,188976000.0,70408.35
292,62166,FRESNO UNIFIED,6224.0,49722.0,7298.0,8095.0,435.0,261.0,1321.0,73356.0,930428000.0,12683.73
293,63479,FRUITVALE ELEMENTARY,98.0,1220.0,1563.0,144.0,30.0,5.0,151.0,3211.0,30653000.0,9546.25
294,66506,FULLERTON ELEMENTARY,184.0,6775.0,2594.0,3104.0,59.0,21.0,626.0,13363.0,110655000.0,8280.7
295,66514,FULLERTON JOINT UNION HIGH,309.0,7712.0,2362.0,3047.0,29.0,60.0,342.0,13861.0,122416000.0,8831.69
296,67348,GALT JOINT UNION ELEMENTARY,47.0,2129.0,1217.0,121.0,11.0,24.0,67.0,3616.0,38404000.0,10620.58
297,67355,GALT JOINT UNION HIGH,34.0,1243.0,758.0,28.0,7.0,7.0,114.0,2191.0,32185000.0,14689.64
298,66522,GARDEN GROVE UNIFIED,257.0,23720.0,3544.0,15638.0,36.0,254.0,774.0,44223.0,498521000.0,11272.89
299,62836,GARFIELD ELEMENTARY,3.0,3.0,57.0,0.0,3.0,0.0,3.0,69.0,778000.0,11275.36
300,64550,GARVEY ELEMENTARY,20.0,1861.0,73.0,2795.0,5.0,1.0,50.0,4805.0,67002000.0,13944.22
301,75267,GATEWAY UNIFIED,46.0,422.0,1935.0,76.0,176.0,14.0,132.0,2801.0,29721000.0,10610.85
302,70318,GAZELLE UNION ELEMENTARY,3.0,6.0,16.0,0.0,4.0,0.0,1.0,30.0,486000.0,16200.0
303,63487,GENERAL SHAFTER ELEMENTARY,0.0,130.0,14.0,2.0,0.0,0.0,0.0,146.0,844000.0,5780.82
304,71548,GERBER UNION ELEMENTARY,1.0,294.0,107.0,2.0,12.0,0.0,10.0,426.0,4728000.0,11098.59
305,70706,GEYSERVILLE UNIFIED,2.0,157.0,86.0,2.0,0.0,0.0,3.0,250.0,1861000.0,7444.0
306,69484,GILROY UNIFIED,153.0,8388.0,2112.0,724.0,68.0,26.0,488.0,11959.0,85606000.0,7158.29
307,64568,GLENDALE UNIFIED,305.0,5756.0,14650.0,4588.0,43.0,25.0,652.0,26019.0,254875000.0,9795.73
308,64576,GLENDORA UNIFIED,92.0,3224.0,3116.0,750.0,14.0,11.0,331.0,7538.0,66283000.0,8793.18
309,10116,GLENN COUNTY OFFICE OF EDUCATION,29.0,224.0,178.0,4.0,11.0,2.0,15.0,463.0,24859000.0,53691.14
310,61879,GOLD OAK UNION ELEMENTARY,7.0,48.0,405.0,1.0,8.0,1.0,6.0,476.0,3518000.0,7390.76
311,61887,GOLD TRAIL UNION ELEMENTARY,6.0,77.0,564.0,3.0,11.0,4.0,20.0,685.0,5060000.0,7386.86
312,61457,GOLDEN FEATHER UNION ELEMENTARY,0.0,32.0,142.0,3.0,6.0,0.0,15.0,198.0,1692000.0,8545.45
313,75234,GOLDEN PLAINS UNIFIED,13.0,1664.0,24.0,6.0,1.0,0.0,1.0,1709.0,21419000.0,12533.06
314,75580,GOLDEN VALLEY UNIFIED,22.0,761.0,977.0,50.0,18.0,0.0,42.0,1870.0,18098000.0,9678.07
315,69195,GOLETA UNION ELEMENTARY,29.0,1791.0,1273.0,264.0,4.0,1.0,209.0,3571.0,33095000.0,9267.71
316,75473,GONZALES UNIFIED,3.0,2348.0,43.0,11.0,9.0,5.0,5.0,2424.0,24364000.0,10051.16
317,64584,GORMAN JOINT,99.0,796.0,1248.0,108.0,9.0,7.0,224.0,2491.0,1454000.0,583.7
318,70003,GRANT ELEMENTARY,3.0,71.0,486.0,16.0,11.0,1.0,49.0,637.0,5695000.0,8940.35
319,66332,GRASS VALLEY ELEMENTARY,24.0,303.0,1293.0,35.0,59.0,4.0,18.0,1736.0,12698000.0,7314.52
320,71084,GRATTON ELEMENTARY,2.0,18.0,106.0,5.0,2.0,0.0,2.0,135.0,1600000.0,11851.85
321,70714,GRAVENSTEIN UNION ELEMENTARY,2.0,137.0,477.0,34.0,4.0,2.0,71.0,727.0,6581000.0,9052.27
322,66027,GRAVES ELEMENTARY,0.0,33.0,8.0,3.0,0.0,1.0,1.0,46.0,377000.0,8195.65
323,62851,GREEN POINT ELEMENTARY,0.0,0.0,10.0,0.0,0.0,0.0,1.0,11.0,208000.0,18909.09
324,63503,GREENFIELD UNION,659.0,7722.0,622.0,208.0,30.0,5.0,115.0,9361.0,117329000.0,12533.81
325,66035,GREENFIELD UNION ELEMENTARY,6.0,3448.0,45.0,13.0,3.0,4.0,3.0,3522.0,42590000.0,12092.56
326,70326,GRENADA ELEMENTARY,2.0,15.0,164.0,0.0,5.0,0.0,15.0,201.0,2081000.0,10353.23
327,75507,GRIDLEY UNIFIED,7.0,1161.0,708.0,52.0,7.0,5.0,81.0,2021.0,21589000.0,10682.34
328,68130,GROSSMONT UNION HIGH,1477.0,8403.0,9249.0,816.0,136.0,111.0,1517.0,21709.0,180286000.0,8304.67
329,69203,GUADALUPE UNION ELEMENTARY,6.0,1238.0,23.0,7.0,3.0,0.0,3.0,1280.0,15728000.0,12287.5
330,70722,GUERNEVILLE ELEMENTARY,8.0,88.0,165.0,4.0,16.0,1.0,4.0,286.0,2718000.0,9503.5
331,73619,GUSTINE UNIFIED,13.0,1512.0,290.0,25.0,10.0,4.0,36.0,1890.0,19934000.0,10547.09
332,73445,HACIENDA LA PUENTE UNIFIED,177.0,14982.0,617.0,2829.0,18.0,48.0,159.0,18830.0,262387000.0,13934.52
333,76562,HAMILTON UNIFIED,2.0,593.0,48.0,8.0,3.0,0.0,43.0,697.0,8189000.0,11748.92
334,63917,HANFORD ELEMENTARY,272.0,4428.0,949.0,104.0,25.0,7.0,169.0,5954.0,69939000.0,11746.56
335,63925,HANFORD JOINT UNION HIGH,194.0,2435.0,996.0,114.0,17.0,2.0,41.0,3799.0,44244000.0,11646.22
336,70334,HAPPY CAMP UNION ELEMENTARY,0.0,9.0,36.0,0.0,49.0,0.0,17.0,111.0,1416000.0,12756.76
337,69757,HAPPY VALLEY ELEMENTARY,1.0,6.0,87.0,8.0,2.0,0.0,21.0,125.0,871000.0,6968.0
338,70011,HAPPY VALLEY UNION ELEMENTARY,3.0,85.0,330.0,27.0,33.0,3.0,19.0,500.0,5232000.0,10464.0
339,70730,HARMONY UNION ELEMENTARY,14.0,152.0,416.0,22.0,6.0,3.0,67.0,680.0,6706000.0,9861.76
340,71092,HART-RANSOM UNION ELEMENTARY,24.0,499.0,566.0,53.0,5.0,7.0,35.0,1189.0,11135000.0,9365.01
341,64592,HAWTHORNE,1743.0,6117.0,194.0,331.0,26.0,102.0,60.0,8573.0,106370000.0,12407.56
342,61192,HAYWARD UNIFIED,2086.0,14644.0,1252.0,3380.0,71.0,740.0,749.0,22922.0,246649000.0,10760.36
343,75390,HEALDSBURG UNIFIED,10.0,990.0,571.0,19.0,7.0,5.0,9.0,1611.0,11843000.0,7351.33
344,63131,HEBER ELEMENTARY,0.0,1234.0,9.0,0.0,0.0,0.0,2.0,1245.0,14632000.0,11752.61
345,67736,HELENDALE ELEMENTARY,169.0,1226.0,1038.0,59.0,13.0,15.0,146.0,2666.0,33148000.0,12433.61
346,67082,HEMET UNIFIED,1873.0,12346.0,5940.0,434.0,195.0,69.0,853.0,21710.0,294058000.0,13544.82
347,64600,HERMOSA BEACH CITY ELEMENTARY,8.0,150.0,1011.0,66.0,5.0,10.0,128.0,1378.0,10574000.0,7673.44
348,75044,HESPERIA UNIFIED,1085.0,15244.0,3424.0,242.0,79.0,52.0,3718.0,23844.0,258693000.0,10849.4
349,71100,HICKMAN COMMUNITY CHARTER,15.0,268.0,712.0,32.0,4.0,9.0,31.0,1071.0,9424000.0,8799.25
350,68908,HILLSBOROUGH CITY ELEMENTARY,4.0,52.0,864.0,412.0,5.0,3.0,143.0,1483.0,10384000.0,7002.02
351,65698,HILMAR UNIFIED,10.0,1030.0,1300.0,19.0,15.0,2.0,27.0,2403.0,22182000.0,9230.96
352,67470,HOLLISTER,21.0,4604.0,905.0,118.0,15.0,8.0,78.0,5749.0,56859000.0,9890.24
353,63149,HOLTVILLE UNIFIED,5.0,1405.0,167.0,4.0,0.0,0.0,17.0,1598.0,18821000.0,11777.85
354,69211,HOPE ELEMENTARY,17.0,343.0,562.0,39.0,1.0,3.0,45.0,1010.0,3578000.0,3542.57
355,69211,HOPE ELEMENTARY,0.0,143.0,107.0,2.0,0.0,0.0,3.0,255.0,2453000.0,9619.61
356,70763,HORICON ELEMENTARY,0.0,35.0,16.0,0.0,5.0,0.0,3.0,59.0,500000.0,8474.58
357,70359,HORNBROOK ELEMENTARY,0.0,4.0,35.0,0.0,2.0,0.0,17.0,58.0,545000.0,9396.55
358,71951,HOT SPRINGS ELEMENTARY,0.0,4.0,11.0,0.0,0.0,0.0,3.0,18.0,272000.0,15111.11
359,66258,HOWELL MOUNTAIN ELEMENTARY,3.0,45.0,32.0,4.0,1.0,0.0,1.0,86.0,613000.0,7127.91
360,72462,HUENEME ELEMENTARY,78.0,6987.0,730.0,332.0,37.0,21.0,194.0,8379.0,95326000.0,11376.78
361,64626,HUGHES-ELIZABETH LAKES UNION ELEMENTARY,2.0,57.0,132.0,1.0,1.0,0.0,9.0,202.0,1470000.0,7277.23
362,75549,HUGHSON UNIFIED,2.0,1174.0,861.0,18.0,7.0,1.0,25.0,2088.0,20580000.0,9856.32
363,10124,HUMBOLDT COUNTY OFFICE OF EDUCATION,4.0,52.0,313.0,11.0,14.0,3.0,39.0,436.0,46823000.0,107392.2
364,66530,HUNTINGTON BEACH CITY ELEMENTARY,31.0,1395.0,4231.0,755.0,18.0,25.0,700.0,7155.0,39900000.0,5576.52
365,66548,HUNTINGTON BEACH UNION HIGH,168.0,4430.0,6207.0,4454.0,227.0,103.0,551.0,16140.0,136620000.0,8464.68
366,62885,HYDESVILLE ELEMENTARY,0.0,16.0,160.0,1.0,0.0,0.0,19.0,196.0,1392000.0,7102.04
367,10132,IMPERIAL COUNTY OFFICE OF EDUCATION,5.0,579.0,25.0,3.0,2.0,0.0,5.0,619.0,112676000.0,182029.08
368,63164,IMPERIAL UNIFIED,46.0,3438.0,540.0,60.0,8.0,1.0,29.0,4122.0,41789000.0,10138.04
369,61895,INDIAN DIGGINGS ELEMENTARY,0.0,3.0,12.0,0.0,0.0,0.0,2.0,17.0,239000.0,14058.82
370,70037,INDIAN SPRINGS ELEMENTARY,0.0,2.0,9.0,0.0,0.0,0.0,0.0,11.0,197000.0,17909.09
371,64634,INGLEWOOD UNIFIED,4902.0,7285.0,71.0,66.0,90.0,48.0,108.0,12570.0,139181000.0,11072.47
372,10140,INYO COUNTY OFFICE OF EDUCATION,311.0,1534.0,48.0,9.0,8.0,4.0,32.0,1946.0,35282000.0,18130.52
373,73650,IRVINE UNIFIED,672.0,3584.0,9897.0,16502.0,66.0,75.0,2577.0,33373.0,184571000.0,5530.55
374,63933,ISLAND UNION ELEMENTARY,2.0,151.0,215.0,0.0,0.0,0.0,19.0,387.0,3799000.0,9816.54
375,62893,JACOBY CREEK ELEMENTARY,4.0,53.0,331.0,15.0,7.0,0.0,45.0,455.0,3418000.0,7512.09
376,72363,JAMESTOWN ELEMENTARY,7.0,126.0,260.0,7.0,11.0,2.0,28.0,441.0,3298000.0,7478.46
377,68155,JAMUL-DULZURA UNION ELEMENTARY,13.0,409.0,358.0,16.0,5.0,0.0,42.0,843.0,6493000.0,7702.25
378,64105,JANESVILLE UNION ELEMENTARY,1.0,38.0,280.0,3.0,7.0,0.0,14.0,343.0,3082000.0,8985.42
379,67488,JEFFERSON ELEMENTARY,0.0,6.0,6.0,0.0,0.0,0.0,0.0,12.0,180000.0,15000.0
380,67488,JEFFERSON ELEMENTARY,152.0,2474.0,729.0,3214.0,15.0,83.0,372.0,7039.0,56507000.0,8027.7
381,67488,JEFFERSON ELEMENTARY,108.0,873.0,771.0,409.0,7.0,23.0,126.0,2317.0,19209000.0,8290.46
382,68924,JEFFERSON UNION HIGH,99.0,1367.0,750.0,2178.0,11.0,53.0,404.0,4862.0,35788000.0,7360.76
383,61697,JOHN SWETT UNIFIED,337.0,530.0,299.0,339.0,15.0,7.0,187.0,1714.0,13758000.0,8026.84
384,64113,JOHNSTONVILLE ELEMENTARY,0.0,31.0,159.0,1.0,2.0,0.0,13.0,206.0,1782000.0,8650.49
385,68163,JULIAN UNION ELEMENTARY,125.0,1408.0,2182.0,141.0,83.0,12.0,409.0,4360.0,46083000.0,10569.5
386,68171,JULIAN UNION HIGH,0.0,43.0,84.0,1.0,11.0,0.0,11.0,150.0,1242000.0,8280.0
387,71738,JUNCTION CITY ELEMENTARY,0.0,6.0,48.0,0.0,8.0,2.0,6.0,70.0,974000.0,13914.29
388,70045,JUNCTION ELEMENTARY,0.0,4.0,3.0,0.0,16.0,0.0,1.0,24.0,524000.0,21833.33
389,70045,JUNCTION ELEMENTARY,1.0,32.0,227.0,2.0,9.0,0.0,8.0,279.0,1895000.0,6792.11
390,67090,JURUPA UNIFIED,362.0,16447.0,1761.0,266.0,32.0,46.0,280.0,19194.0,232281000.0,12101.75
391,70888,KASHIA ELEMENTARY,0.0,0.0,0.0,0.0,9.0,1.0,3.0,13.0,294000.0,22615.38
392,64014,KELSEYVILLE UNIFIED,21.0,738.0,812.0,15.0,47.0,4.0,87.0,1724.0,16991000.0,9855.57
393,65334,KENTFIELD ELEMENTARY,12.0,140.0,853.0,62.0,2.0,1.0,187.0,1257.0,10693000.0,8506.76
394,70789,KENWOOD,1.0,16.0,115.0,2.0,0.0,0.0,15.0,149.0,1410000.0,9463.09
395,64642,KEPPEL UNION ELEMENTARY,135.0,2056.0,379.0,6.0,6.0,2.0,44.0,2628.0,30923000.0,11766.74
396,73999,KERMAN UNIFIED,35.0,4325.0,477.0,258.0,23.0,0.0,16.0,5134.0,61614000.0,12001.17
397,10157,KERN COUNTY OFFICE OF EDUCATION,257.0,2855.0,1092.0,81.0,25.0,6.0,73.0,4389.0,303202000.0,69082.25
398,63529,KERN HIGH,2279.0,25271.0,8464.0,1515.0,248.0,69.0,859.0,38705.0,412183000.0,10649.35
399,63545,KERNVILLE UNION ELEMENTARY,10.0,145.0,677.0,9.0,32.0,0.0,8.0,881.0,9981000.0,11329.17
400,71134,KEYES UNION,1.0,691.0,389.0,28.0,2.0,3.0,26.0,1140.0,12805000.0,11232.46
401,66050,KING CITY UNION,4.0,2493.0,125.0,35.0,7.0,0.0,17.0,2681.0,30004000.0,11191.35
402,62265,KINGS CANYON JOINT UNIFIED,16.0,8597.0,902.0,150.0,33.0,5.0,141.0,9844.0,126616000.0,12862.25
403,10165,KINGS COUNTY OFFICE OF EDUCATION,28.0,231.0,78.0,10.0,9.0,2.0,6.0,364.0,49334000.0,135532.97
404,71969,KINGS RIVER UNION ELEMENTARY,1.0,416.0,33.0,3.0,0.0,0.0,2.0,455.0,5724000.0,12580.22
405,63941,KINGS RIVER-HARDWICK UNION ELEMENTARY,2.0,316.0,478.0,6.0,1.0,0.0,24.0,827.0,7384000.0,8928.66
406,62240,KINGSBURG ELEMENTARY CHARTER,7.0,1368.0,724.0,59.0,4.0,1.0,68.0,2231.0,21547000.0,9658.0
407,62257,KINGSBURG JOINT UNION HIGH,7.0,703.0,383.0,37.0,6.0,0.0,24.0,1160.0,11768000.0,10144.83
408,71555,KIRKWOOD ELEMENTARY,0.0,30.0,68.0,1.0,1.0,0.0,4.0,104.0,1043000.0,10028.85
409,63958,KIT CARSON UNION ELEMENTARY,19.0,571.0,220.0,2.0,5.0,4.0,16.0,837.0,10758000.0,12853.05
410,70375,KLAMATH RIVER UNION ELEMENTARY,2.0,2.0,10.0,0.0,3.0,0.0,6.0,23.0,277000.0,12043.48
