,District Code,Agency Name,Black,Hispanic,White,Asian or Pacific Islander,American Indian/Alaska Native,Hawaiian Native/Pacific Islander,Two or More Races,Total Enrollment,Total Revenue,Revenue per student
621,10306,ORANGE COUNTY DEPARTMENT OF EDUCATION,125.0,3858.0,1527.0,349.0,33.0,37.0,304.0,6233.0,306354000.0,49150.33
622,66621,ORANGE UNIFIED,362.0,15693.0,8175.0,3302.0,55.0,88.0,847.0,28522.0,191413000.0,6711.07
623,69633,ORCHARD ELEMENTARY,30.0,339.0,56.0,393.0,4.0,24.0,48.0,894.0,6190000.0,6923.94
624,69260,ORCUTT UNION ELEMENTARY,42.0,2457.0,2240.0,144.0,37.0,14.0,340.0,5274.0,42772000.0,8109.97
625,62968,ORICK ELEMENTARY,0.0,0.0,13.0,0.0,0.0,0.0,1.0,14.0,441000.0,31500.0
626,61770,ORINDA UNION ELEMENTARY,36.0,128.0,1712.0,470.0,13.0,4.0,179.0,2542.0,20909000.0,8225.41
627,75481,ORLAND JOINT UNIFIED,6.0,1359.0,734.0,68.0,18.0,0.0,16.0,2201.0,21325000.0,9688.78
628,61507,OROVILLE CITY ELEMENTARY,85.0,454.0,1478.0,226.0,98.0,10.0,345.0,2696.0,29027000.0,10766.69
629,61515,OROVILLE UNION HIGH,74.0,432.0,1078.0,311.0,148.0,9.0,81.0,2133.0,25638000.0,12019.69
630,72025,OUTSIDE CREEK ELEMENTARY,0.0,83.0,27.0,1.0,0.0,0.0,1.0,112.0,1145000.0,10223.21
631,63297,OWENS VALLEY UNIFIED,0.0,34.0,35.0,0.0,10.0,0.0,5.0,84.0,455000.0,5416.67
632,72538,OXNARD,195.0,15564.0,577.0,343.0,18.0,29.0,96.0,16822.0,201360000.0,11970.04
633,72546,OXNARD UNION HIGH,285.0,13191.0,2429.0,958.0,23.0,56.0,326.0,17268.0,170422000.0,9869.24
634,70094,PACHECO UNION ELEMENTARY,2.0,86.0,462.0,18.0,19.0,0.0,26.0,613.0,5436000.0,8867.86
635,69781,PACIFIC ELEMENTARY,0.0,35.0,62.0,1.0,0.0,0.0,8.0,106.0,1380000.0,13018.87
636,66134,PACIFIC GROVE UNIFIED,37.0,357.0,1288.0,214.0,6.0,14.0,162.0,2078.0,12170000.0,5856.59
637,62356,PACIFIC UNION ELEMENTARY,5.0,127.0,347.0,8.0,19.0,0.0,63.0,569.0,4581000.0,8050.97
638,62356,PACIFIC UNION ELEMENTARY,5.0,333.0,42.0,14.0,3.0,0.0,2.0,399.0,5370000.0,13458.65
639,68932,PACIFICA,41.0,803.0,1303.0,526.0,8.0,29.0,440.0,3150.0,20886000.0,6630.48
640,69799,PAJARO VALLEY UNIFIED,99.0,16671.0,3179.0,333.0,33.0,20.0,65.0,20400.0,208092000.0,10200.59
641,61523,PALERMO UNION ELEMENTARY,9.0,432.0,572.0,41.0,69.0,0.0,123.0,1246.0,13792000.0,11069.02
642,67173,PALM SPRINGS UNIFIED,1157.0,17848.0,2791.0,721.0,103.0,32.0,435.0,23087.0,285143000.0,12350.8
643,64857,PALMDALE ELEMENTARY,3364.0,16769.0,1455.0,333.0,167.0,31.0,269.0,22388.0,328583000.0,14676.75
644,69641,PALO ALTO UNIFIED,226.0,1507.0,4920.0,4372.0,22.0,103.0,1109.0,12259.0,82534000.0,6732.52
645,67181,PALO VERDE UNIFIED,203.0,2146.0,637.0,32.0,17.0,7.0,54.0,3096.0,32940000.0,10639.53
646,72033,PALO VERDE UNION ELEMENTARY,1.0,460.0,64.0,0.0,6.0,0.0,4.0,535.0,6218000.0,11622.43
647,64865,PALOS VERDES PENINSULA UNIFIED,266.0,1390.0,5480.0,3447.0,26.0,19.0,800.0,11428.0,87866000.0,7688.66
648,63362,PANAMA-BUENA VISTA UNION,1640.0,10176.0,3840.0,1656.0,66.0,99.0,423.0,17900.0,192193000.0,10737.04
649,67520,PANOCHE ELEMENTARY,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,68000.0,11333.33
650,71209,PARADISE ELEMENTARY,1.0,57.0,6.0,0.0,0.0,0.0,135.0,199.0,1847000.0,9281.41
651,61531,PARADISE UNIFIED,25.0,582.0,3213.0,51.0,73.0,6.0,308.0,4258.0,33962000.0,7976.05
652,64873,PARAMOUNT UNIFIED,1181.0,13617.0,182.0,183.0,13.0,104.0,125.0,15405.0,192341000.0,12485.62
653,62364,PARLIER UNIFIED,1.0,3384.0,30.0,15.0,4.0,0.0,1.0,3435.0,45609000.0,13277.73
654,64881,PASADENA UNIFIED,2382.0,10833.0,3274.0,1236.0,59.0,42.0,584.0,18410.0,174477000.0,9477.29
655,75457,PASO ROBLES JOINT UNIFIED,99.0,3620.0,2742.0,75.0,29.0,17.0,218.0,6800.0,41154000.0,6052.06
656,71217,PATTERSON JOINT UNIFIED,348.0,4433.0,737.0,228.0,26.0,101.0,189.0,6062.0,64392000.0,10622.24
657,62984,PENINSULA UNION,2.0,3.0,29.0,0.0,1.0,0.0,1.0,36.0,661000.0,18361.11
658,76877,PENN VALLEY UNION ELEMENTARY,4.0,67.0,472.0,8.0,12.0,0.0,37.0,600.0,3528000.0,5880.0
659,67199,PERRIS ELEMENTARY,450.0,5231.0,212.0,46.0,8.0,12.0,4.0,5963.0,74791000.0,12542.51
660,67207,PERRIS UNION HIGH,652.0,7700.0,1664.0,357.0,26.0,47.0,350.0,10796.0,118845000.0,11008.24
661,70854,PETALUMA CITY ELEMENTARY,29.0,761.0,1422.0,61.0,15.0,6.0,110.0,2404.0,0.0,0.0
662,70862,PETALUMA JOINT UNION HIGH,66.0,1758.0,3109.0,174.0,31.0,18.0,207.0,5363.0,0.0,0.0
663,61275,PIEDMONT CITY UNIFIED,38.0,207.0,1611.0,359.0,1.0,2.0,474.0,2692.0,32418000.0,12042.35
664,61614,PIERCE JOINT UNIFIED,21.0,1103.0,317.0,19.0,0.0,3.0,17.0,1480.0,14134000.0,9550.0
665,62372,PINE RIDGE ELEMENTARY,0.0,8.0,88.0,0.0,0.0,0.0,0.0,96.0,691000.0,7197.92
666,70870,PINER-OLIVET UNION ELEMENTARY,45.0,646.0,495.0,110.0,22.0,10.0,94.0,1422.0,12753000.0,8968.35
667,73379,PIONEER UNION ELEMENTARY,0.0,14.0,42.0,0.0,1.0,0.0,9.0,66.0,579000.0,8772.73
668,73379,PIONEER UNION ELEMENTARY,1.0,56.0,200.0,4.0,2.0,0.0,40.0,303.0,2115000.0,6980.2
669,73379,PIONEER UNION ELEMENTARY,84.0,721.0,625.0,117.0,18.0,19.0,29.0,1613.0,16083000.0,9970.86
670,61788,PITTSBURG UNIFIED,1967.0,7323.0,625.0,914.0,24.0,178.0,448.0,11479.0,147138000.0,12818.02
671,72041,PIXLEY UNION ELEMENTARY,21.0,1038.0,39.0,6.0,2.0,0.0,0.0,1106.0,14091000.0,12740.51
672,66647,PLACENTIA-YORBA LINDA UNIFIED,339.0,10730.0,9454.0,4359.0,54.0,57.0,741.0,25734.0,199985000.0,7771.24
673,10314,PLACER COUNTY OFFICE OF EDUCATION,14.0,141.0,521.0,17.0,12.0,2.0,68.0,775.0,112644000.0,145347.1
674,66886,PLACER HILLS UNION ELEMENTARY,5.0,53.0,620.0,7.0,7.0,0.0,29.0,721.0,3495000.0,4847.43
675,66894,PLACER UNION HIGH,26.0,555.0,3087.0,49.0,47.0,3.0,287.0,4054.0,27468000.0,6775.53
676,61952,PLACERVILLE UNION ELEMENTARY,5.0,377.0,816.0,10.0,13.0,3.0,69.0,1293.0,10976000.0,8488.79
677,65813,PLAINSBURG UNION ELEMENTARY,0.0,52.0,71.0,0.0,0.0,1.0,0.0,124.0,852000.0,6870.97
678,65821,PLANADA ELEMENTARY,5.0,782.0,15.0,3.0,2.0,0.0,0.0,807.0,9868000.0,12228.0
679,62638,PLAZA ELEMENTARY,0.0,60.0,126.0,2.0,2.0,0.0,10.0,200.0,1633000.0,8165.0
680,71431,PLEASANT GROVE JOINT UNION,1.0,27.0,150.0,4.0,1.0,3.0,8.0,194.0,1553000.0,8005.15
681,66373,PLEASANT RIDGE UNION ELEMENTARY,2.0,111.0,983.0,10.0,6.0,2.0,64.0,1178.0,5660000.0,4804.75
682,72553,PLEASANT VALLEY,203.0,2732.0,3127.0,734.0,27.0,29.0,432.0,7284.0,54581000.0,7493.27
683,68791,PLEASANT VALLEY JOINT UNION ELEMENTARY,0.0,37.0,47.0,1.0,0.0,2.0,12.0,99.0,473000.0,4777.78
684,72058,PLEASANT VIEW ELEMENTARY,0.0,422.0,4.0,32.0,2.0,0.0,16.0,476.0,6442000.0,13533.61
685,75101,PLEASANTON UNIFIED,201.0,1467.0,6330.0,6019.0,23.0,34.0,704.0,14778.0,119783000.0,8105.49
686,10322,PLUMAS COUNTY OFFICE OF EDUCATION,1.0,2.0,18.0,0.0,0.0,0.0,2.0,23.0,3290000.0,143043.48
687,72744,PLUMAS LAKE ELEMENTARY,41.0,321.0,668.0,79.0,15.0,7.0,141.0,1272.0,15388000.0,12097.48
688,66969,PLUMAS UNIFIED,25.0,326.0,1559.0,23.0,77.0,2.0,121.0,2133.0,10907000.0,5113.46
689,65599,POINT ARENA JOINT UNION HIGH,0.0,76.0,59.0,1.0,11.0,0.0,1.0,148.0,0.0,0.0
690,61960,POLLOCK PINES ELEMENTARY,8.0,107.0,525.0,12.0,7.0,2.0,26.0,687.0,5780000.0,8413.39
691,64907,POMONA UNIFIED,1096.0,20746.0,886.0,1114.0,47.0,37.0,279.0,24205.0,351846000.0,14536.09
692,63719,POND UNION ELEMENTARY,0.0,184.0,6.0,4.0,1.0,0.0,1.0,196.0,2073000.0,10576.53
693,66282,POPE VALLEY UNION ELEMENTARY,0.0,35.0,18.0,0.0,2.0,0.0,3.0,58.0,261000.0,4500.0
694,75523,PORTERVILLE UNIFIED,74.0,11554.0,1722.0,391.0,324.0,60.0,243.0,14368.0,186863000.0,13005.5
695,68981,PORTOLA VALLEY ELEMENTARY,8.0,91.0,433.0,34.0,0.0,4.0,57.0,627.0,4647000.0,7411.48
696,73866,POTTER VALLEY COMMUNITY UNIFIED,2.0,107.0,142.0,0.0,10.0,0.0,9.0,270.0,3185000.0,11796.3
697,68296,POWAY UNIFIED,822.0,5299.0,16892.0,9860.0,66.0,132.0,2801.0,35872.0,256743000.0,7157.2
698,62646,PRINCETON JOINT UNIFIED,2.0,101.0,66.0,0.0,0.0,0.0,0.0,169.0,1641000.0,9710.06
699,62380,RAISIN CITY ELEMENTARY,43.0,566.0,47.0,19.0,4.0,0.0,14.0,693.0,10307000.0,14873.02
700,68304,RAMONA CITY UNIFIED,45.0,2035.0,3126.0,44.0,52.0,8.0,213.0,5523.0,42027000.0,7609.45
701,68312,RANCHO SANTA FE ELEMENTARY,5.0,72.0,468.0,45.0,2.0,0.0,49.0,641.0,3747000.0,5845.55
702,64162,RAVENDALE-TERMO ELEMENTARY,9.0,93.0,480.0,5.0,22.0,1.0,50.0,660.0,377000.0,571.21
703,68999,RAVENSWOOD CITY ELEMENTARY,255.0,3209.0,23.0,22.0,4.0,294.0,46.0,3853.0,50464000.0,13097.33
704,65276,RAYMOND-KNOWLES UNION ELEMENTARY,0.0,18.0,48.0,4.0,8.0,0.0,5.0,83.0,627000.0,7554.22
705,71639,RED BLUFF JOINT UNION HIGH,20.0,466.0,1015.0,21.0,53.0,4.0,51.0,1630.0,15097000.0,9261.96
706,71621,RED BLUFF UNION ELEMENTARY,23.0,734.0,1137.0,17.0,63.0,6.0,80.0,2060.0,22460000.0,10902.91
707,70110,REDDING ELEMENTARY,61.0,484.0,2241.0,85.0,109.0,9.0,230.0,3219.0,32244000.0,10016.78
708,67843,REDLANDS UNIFIED,1335.0,10321.0,6238.0,2361.0,79.0,70.0,991.0,21395.0,213530000.0,9980.37
709,75341,REDONDO BEACH UNIFIED,417.0,2284.0,4581.0,1104.0,24.0,44.0,1334.0,9788.0,76512000.0,7816.92
710,69005,REDWOOD CITY ELEMENTARY,91.0,6467.0,1717.0,317.0,7.0,105.0,283.0,8987.0,82528000.0,9183.04
711,65425,REED UNION ELEMENTARY,11.0,59.0,1227.0,112.0,2.0,2.0,117.0,1530.0,9052000.0,5916.34
712,71647,REEDS CREEK ELEMENTARY,1.0,16.0,121.0,0.0,7.0,0.0,6.0,151.0,1321000.0,8748.34
713,73932,REEF-SUNSET UNIFIED,1.0,2567.0,69.0,5.0,3.0,0.0,5.0,2650.0,37583000.0,14182.26
714,61978,RESCUE UNION ELEMENTARY,41.0,580.0,2674.0,234.0,9.0,10.0,172.0,3720.0,25563000.0,6871.77
715,67850,RIALTO UNIFIED,2541.0,21449.0,910.0,346.0,74.0,124.0,240.0,25684.0,326158000.0,12698.88
716,71654,RICHFIELD ELEMENTARY,1.0,109.0,117.0,5.0,2.0,0.0,8.0,242.0,2290000.0,9462.81
717,72082,RICHGROVE ELEMENTARY,0.0,597.0,7.0,16.0,3.0,0.0,0.0,623.0,12257000.0,19674.16
718,63578,RICHLAND UNION ELEMENTARY,11.0,3258.0,155.0,37.0,1.0,2.0,2.0,3466.0,42183000.0,12170.51
719,64170,RICHMOND ELEMENTARY,0.0,19.0,183.0,0.0,1.0,1.0,12.0,216.0,1768000.0,8185.19
720,67868,RIM OF THE WORLD UNIFIED,36.0,1270.0,2011.0,33.0,14.0,6.0,151.0,3521.0,28221000.0,8015.05
721,70896,RINCON VALLEY UNION ELEMENTARY,96.0,983.0,2035.0,212.0,50.0,47.0,129.0,3552.0,31833000.0,8961.99
722,73544,RIO BRAVO-GREELEY UNION ELEMENTARY,13.0,425.0,544.0,18.0,20.0,5.0,8.0,1033.0,8745000.0,8465.63
723,63008,RIO DELL ELEMENTARY,2.0,75.0,216.0,1.0,14.0,0.0,24.0,332.0,3499000.0,10539.16
724,72561,RIO ELEMENTARY,47.0,4418.0,352.0,231.0,13.0,14.0,67.0,5142.0,56468000.0,10981.72
725,68650,RIPON UNIFIED,97.0,1433.0,2101.0,258.0,15.0,18.0,296.0,4218.0,30345000.0,7194.17
726,67413,RIVER DELTA JOINT UNIFIED,35.0,1244.0,902.0,29.0,14.0,6.0,116.0,2346.0,16292000.0,6944.59
727,75556,RIVERBANK UNIFIED,28.0,2338.0,429.0,22.0,9.0,7.0,42.0,2875.0,35358000.0,12298.43
728,75408,RIVERDALE JOINT UNIFIED,13.0,1360.0,236.0,9.0,9.0,1.0,3.0,1631.0,18705000.0,11468.42
729,10330,RIVERSIDE COUNTY OFFICE OF EDUCATION,509.0,4114.0,3174.0,205.0,52.0,27.0,439.0,8520.0,306294000.0,35950.0
730,67215,RIVERSIDE UNIFIED,2937.0,26530.0,9668.0,1924.0,176.0,175.0,1296.0,42706.0,449254000.0,10519.69
731,71233,ROBERTS FERRY UNION ELEMENTARY,1.0,48.0,69.0,1.0,0.0,0.0,12.0,131.0,1306000.0,9969.47
732,67421,ROBLA ELEMENTARY,342.0,1037.0,325.0,420.0,26.0,63.0,71.0,2284.0,28519000.0,12486.43
733,72090,ROCKFORD ELEMENTARY,2.0,180.0,165.0,13.0,3.0,0.0,7.0,370.0,3394000.0,9172.97
734,75085,ROCKLIN UNIFIED,196.0,1900.0,8499.0,1508.0,66.0,54.0,1006.0,13229.0,91287000.0,6900.52
735,67231,ROMOLAND ELEMENTARY,191.0,2607.0,828.0,126.0,8.0,33.0,39.0,3832.0,50969000.0,13300.89
736,63750,ROSEDALE UNION ELEMENTARY,150.0,1847.0,3032.0,330.0,43.0,8.0,209.0,5619.0,60841000.0,10827.73
737,70904,ROSELAND,20.0,2633.0,84.0,36.0,34.0,4.0,41.0,2852.0,44978000.0,15770.69
738,64931,ROSEMEAD ELEMENTARY,4.0,1016.0,48.0,1307.0,3.0,0.0,133.0,2511.0,32583000.0,12976.11
739,66910,ROSEVILLE CITY ELEMENTARY,223.0,2402.0,5528.0,1237.0,60.0,48.0,1056.0,10554.0,91525000.0,8672.07
740,66928,ROSEVILLE JOINT UNION HIGH,403.0,1846.0,6074.0,1234.0,47.0,64.0,536.0,10204.0,78994000.0,7741.47
741,65433,ROSS ELEMENTARY,0.0,24.0,341.0,5.0,1.0,2.0,10.0,383.0,3744000.0,9775.46
742,75002,ROSS VALLEY ELEMENTARY,22.0,210.0,1782.0,82.0,8.0,4.0,125.0,2233.0,17108000.0,7661.44
743,63305,ROUND VALLEY JOINT ELEMENTARY,0.0,22.0,99.0,1.0,7.0,2.0,7.0,138.0,895000.0,6485.51
744,65607,ROUND VALLEY UNIFIED,0.0,124.0,51.0,0.0,250.0,0.0,10.0,435.0,6547000.0,15050.57
745,73452,ROWLAND UNIFIED,304.0,9038.0,530.0,4017.0,21.0,44.0,274.0,14228.0,173721000.0,12209.8
746,67439,SACRAMENTO CITY UNIFIED,7536.0,18460.0,8141.0,8376.0,274.0,932.0,3018.0,46737.0,526876000.0,11273.21
747,10348,SACRAMENTO COUNTY OFFICE OF EDUCATION,1108.0,604.0,223.0,98.0,36.0,27.0,118.0,2214.0,161977000.0,73160.34
748,73635,SADDLEBACK VALLEY UNIFIED,394.0,9636.0,12640.0,3088.0,45.0,66.0,1849.0,27718.0,167910000.0,6057.8
749,66290,SAINT HELENA UNIFIED,4.0,603.0,555.0,14.0,7.0,1.0,15.0,1199.0,7333000.0,6115.93
750,71266,SALIDA UNION ELEMENTARY,101.0,1929.0,904.0,167.0,3.0,21.0,157.0,3282.0,30626000.0,9331.51
751,66142,SALINAS CITY ELEMENTARY,68.0,8162.0,497.0,157.0,5.0,9.0,125.0,9023.0,96553000.0,10700.76
752,66159,SALINAS UNION HIGH,134.0,12877.0,1284.0,534.0,21.0,21.0,74.0,14945.0,159986000.0,10704.98
753,66167,SAN ANTONIO UNION ELEMENTARY,8.0,55.0,75.0,2.0,1.0,0.0,16.0,157.0,1478000.0,9414.01
754,66175,SAN ARDO UNION ELEMENTARY,0.0,91.0,5.0,0.0,0.0,0.0,1.0,97.0,1086000.0,11195.88
755,10355,SAN BENITO COUNTY OFFICE OF EDUCATION,0.0,44.0,4.0,0.0,0.0,0.0,0.0,48.0,15469000.0,322270.83
756,67538,SAN BENITO HIGH,12.0,2149.0,765.0,72.0,6.0,1.0,38.0,3043.0,25291000.0,8311.21
757,67876,SAN BERNARDINO CITY UNIFIED,6420.0,39586.0,3167.0,946.0,260.0,229.0,2544.0,53152.0,700485000.0,13178.9
758,69013,SAN BRUNO PARK ELEMENTARY,48.0,1033.0,571.0,626.0,3.0,144.0,244.0,2669.0,18381000.0,6886.85
759,69021,SAN CARLOS ELEMENTARY,33.0,521.0,2061.0,464.0,2.0,8.0,427.0,3516.0,28387000.0,8073.66
760,10371,SAN DIEGO COUNTY OFFICE OF EDUCATION,223.0,1428.0,821.0,503.0,18.0,12.0,120.0,3125.0,519881000.0,166361.92
761,68338,SAN DIEGO UNIFIED,11087.0,59806.0,29347.0,17202.0,298.0,572.0,9728.0,128040.0,929951000.0,7262.97
762,68346,SAN DIEGUITO UNION HIGH,98.0,1722.0,8459.0,2226.0,43.0,24.0,342.0,12914.0,53932000.0,4176.24
763,10389,SAN FRANCISCO COUNTY OFFICE OF EDUCATION,99.0,119.0,53.0,48.0,5.0,12.0,26.0,362.0,171169000.0,472842.54
764,68478,SAN FRANCISCO UNIFIED,5367.0,18255.0,8467.0,21991.0,244.0,620.0,5189.0,60133.0,471408000.0,7839.42
765,75291,SAN GABRIEL UNIFIED,107.0,2505.0,485.0,2818.0,26.0,10.0,351.0,6302.0,56282000.0,8930.82
766,67249,SAN JACINTO UNIFIED,920.0,7756.0,1645.0,223.0,253.0,70.0,309.0,11176.0,120151000.0,10750.81
767,10397,SAN JOAQUIN COUNTY OFFICE OF EDUCATION,481.0,2338.0,800.0,391.0,31.0,29.0,197.0,4267.0,219542000.0,51451.14
768,69666,SAN JOSE UNIFIED,799.0,17050.0,7701.0,4779.0,111.0,115.0,1449.0,32004.0,185518000.0,5796.71
769,67447,SAN JUAN UNIFIED,3648.0,11260.0,27934.0,3292.0,459.0,390.0,2270.0,49253.0,451314000.0,9163.18
770,61291,SAN LEANDRO UNIFIED,1178.0,4137.0,761.0,2041.0,22.0,107.0,392.0,8638.0,83284000.0,9641.58
771,61309,SAN LORENZO UNIFIED,1248.0,6556.0,942.0,2472.0,34.0,159.0,296.0,11707.0,120108000.0,10259.5
772,69807,SAN LORENZO VALLEY UNIFIED,40.0,799.0,3258.0,217.0,18.0,13.0,576.0,4921.0,21375000.0,4343.63
773,66183,SAN LUCAS UNION ELEMENTARY,0.0,55.0,10.0,0.0,0.0,2.0,1.0,68.0,758000.0,11147.06
774,68809,SAN LUIS COASTAL UNIFIED,67.0,2199.0,4601.0,434.0,29.0,15.0,373.0,7718.0,29428000.0,3812.9
775,73791,SAN MARCOS UNIFIED,396.0,9523.0,9323.0,1523.0,60.0,97.0,48.0,20970.0,205086000.0,9779.97
776,64964,SAN MARINO UNIFIED,19.0,217.0,733.0,1826.0,3.0,7.0,269.0,3074.0,29321000.0,9538.39
777,10413,SAN MATEO COUNTY OFFICE OF EDUCATION,9.0,115.0,41.0,53.0,0.0,12.0,10.0,240.0,164683000.0,686179.17
778,69047,SAN MATEO UNION HIGH,87.0,2847.0,2634.0,2527.0,19.0,213.0,777.0,9104.0,51202000.0,5624.12
779,69039,SAN MATEO-FOSTER CITY,132.0,4097.0,3091.0,3398.0,12.0,279.0,961.0,11970.0,61057000.0,5100.84
780,68825,SAN MIGUEL JOINT UNION,1.0,448.0,402.0,7.0,3.0,0.0,31.0,892.0,7723000.0,8658.07
781,68353,SAN PASQUAL UNION ELEMENTARY,10.0,146.0,341.0,14.0,1.0,0.0,41.0,553.0,4736000.0,8564.2
782,63214,SAN PASQUAL VALLEY UNIFIED,6.0,320.0,16.0,0.0,333.0,0.0,37.0,712.0,13357000.0,18759.83
783,65458,SAN RAFAEL CITY ELEMENTARY,46.0,3194.0,1269.0,183.0,15.0,11.0,40.0,4758.0,40373000.0,8485.29
784,65466,SAN RAFAEL CITY HIGH,38.0,1397.0,868.0,162.0,13.0,9.0,32.0,2519.0,13615000.0,5404.92
785,61804,SAN RAMON VALLEY UNIFIED,541.0,2843.0,13801.0,12621.0,61.0,57.0,2452.0,32376.0,196466000.0,6068.26
786,68379,SAN YSIDRO ELEMENTARY,107.0,4366.0,72.0,207.0,1.0,2.0,60.0,4815.0,48054000.0,9980.06
787,62414,SANGER UNIFIED,142.0,8143.0,1665.0,1234.0,31.0,19.0,488.0,11722.0,144337000.0,12313.34
788,66670,SANTA ANA UNIFIED,153.0,50678.0,1445.0,1613.0,124.0,70.0,422.0,54505.0,652972000.0,11980.04
789,10421,SANTA BARBARA COUNTY OFFICE OF EDUCATION,5.0,193.0,42.0,5.0,1.0,0.0,4.0,250.0,80195000.0,320780.0
790,76786,SANTA BARBARA UNIFIED,157.0,9029.0,5129.0,594.0,77.0,17.0,182.0,15185.0,80499000.0,5301.22
791,10439,SANTA CLARA COUNTY OFFICE OF EDUCATION,326.0,6706.0,1301.0,2028.0,44.0,35.0,603.0,11043.0,329804000.0,29865.44
792,72579,SANTA CLARA ELEMENTARY,0.0,24.0,26.0,1.0,0.0,0.0,5.0,56.0,408000.0,7285.71
793,69674,SANTA CLARA UNIFIED,446.0,5391.0,3202.0,5350.0,85.0,98.0,795.0,15367.0,151278000.0,9844.34
794,69815,SANTA CRUZ CITY ELEMENTARY,36.0,844.0,1110.0,108.0,5.0,10.0,93.0,2206.0,0.0,0.0
795,69823,SANTA CRUZ CITY HIGH,58.0,1706.0,2415.0,167.0,21.0,14.0,201.0,4582.0,0.0,0.0
796,10447,SANTA CRUZ COUNTY OFFICE OF EDUCATION,11.0,458.0,667.0,35.0,8.0,0.0,68.0,1247.0,59262000.0,47523.66
797,69310,SANTA MARIA JOINT UNION HIGH,80.0,6599.0,780.0,248.0,23.0,11.0,117.0,7858.0,73163000.0,9310.64
798,69120,SANTA MARIA-BONITA,71.0,15869.0,519.0,321.0,30.0,6.0,52.0,16868.0,192311000.0,11400.94
799,64980,SANTA MONICA-MALIBU UNIFIED,734.0,3266.0,5549.0,721.0,28.0,18.0,689.0,11005.0,123351000.0,11208.63
800,76828,SANTA PAULA UNIFIED,6.0,5223.0,193.0,13.0,5.0,3.0,11.0,5454.0,69187000.0,12685.55
801,66191,SANTA RITA UNION ELEMENTARY,24.0,3047.0,329.0,78.0,5.0,8.0,28.0,3519.0,33253000.0,9449.56
802,70912,SANTA ROSA ELEMENTARY,94.0,3286.0,1392.0,259.0,36.0,13.0,235.0,5315.0,0.0,0.0
803,70920,SANTA ROSA HIGH,252.0,5362.0,4098.0,739.0,93.0,55.0,664.0,11263.0,0.0,0.0
804,69328,SANTA YNEZ VALLEY UNION HIGH,2.0,408.0,492.0,5.0,10.0,0.0,39.0,956.0,3234000.0,3382.85
805,68361,SANTEE,107.0,1896.0,3759.0,224.0,30.0,20.0,725.0,6761.0,62649000.0,9266.23
806,69682,SARATOGA UNION ELEMENTARY,3.0,71.0,565.0,1073.0,1.0,2.0,191.0,1906.0,6866000.0,3602.31
807,72108,SAUCELITO ELEMENTARY,2.0,62.0,28.0,0.0,0.0,0.0,2.0,94.0,1014000.0,10787.23
808,64998,SAUGUS UNION,368.0,3190.0,4654.0,1381.0,24.0,22.0,261.0,9900.0,125123000.0,12638.69
809,65474,SAUSALITO MARIN CITY,119.0,154.0,176.0,58.0,2.0,0.0,49.0,558.0,5981000.0,10718.64
810,66696,SAVANNA ELEMENTARY,82.0,1374.0,307.0,445.0,4.0,15.0,104.0,2331.0,22585000.0,9688.97
811,76968,SBE - ACADEMIA AVANCE CHARTER,0.0,376.0,0.0,0.0,0.0,0.0,21.0,397.0,0.0,0.0
812,77032,SBE - AUDEO CHARTER II,6.0,173.0,89.0,3.0,0.0,2.0,14.0,287.0,0.0,0.0
813,76547,SBE - BARACK OBAMA CHARTER,211.0,134.0,3.0,1.0,1.0,0.0,5.0,355.0,0.0,0.0
814,76943,SBE - BAYPOINT PREPARATORY ACADEMY,25.0,171.0,164.0,12.0,1.0,1.0,9.0,383.0,0.0,0.0
815,76497,SBE - LIFELINE EDUCATION CHARTER,89.0,537.0,0.0,0.0,0.0,0.0,2.0,628.0,0.0,0.0
816,76893,SBE - MAGNOLIA SCIENCE ACADEMY SANTA ANA,4.0,529.0,74.0,16.0,4.0,0.0,12.0,639.0,0.0,0.0
817,75663,SBE - NEW WEST CHARTER,55.0,214.0,418.0,66.0,2.0,3.0,67.0,825.0,7699000.0,9332.12
818,76950,SBE - OLIVE GROVE CHARTER,4.0,157.0,117.0,3.0,2.0,1.0,14.0,298.0,0.0,0.0
819,76935,SBE - PARAMOUNT COLLEGIATE ACADEMY,9.0,26.0,44.0,2.0,0.0,0.0,1.0,82.0,0.0,0.0
820,75630,SBE - RIDGECREST CHARTER,7.0,146.0,275.0,15.0,3.0,0.0,29.0,475.0,0.0,0.0
821,75697,SBE - THE SCHOOL OF ARTS AND ENTERPRISE,35.0,543.0,90.0,7.0,3.0,6.0,61.0,745.0,0.0,0.0
822,76901,SBE - THRIVE PUBLIC,64.0,181.0,141.0,22.0,4.0,3.0,46.0,461.0,0.0,0.0
823,63024,SCOTIA UNION ELEMENTARY,0.0,23.0,155.0,2.0,5.0,1.0,25.0,211.0,2146000.0,10170.62
824,76455,SCOTT VALLEY UNIFIED,6.0,81.0,411.0,13.0,82.0,2.0,60.0,655.0,7615000.0,11625.95
825,75432,SCOTTS VALLEY UNIFIED,8.0,346.0,1784.0,101.0,9.0,2.0,255.0,2505.0,14388000.0,5743.71
826,70938,SEBASTOPOL UNION ELEMENTARY,6.0,255.0,562.0,11.0,5.0,3.0,86.0,928.0,7287000.0,7852.37
827,63222,SEELEY UNION ELEMENTARY,3.0,299.0,21.0,3.0,2.0,0.0,7.0,335.0,4382000.0,13080.6
